seller_id,seller_city,total_outcome,Rolling_Total
b26741d31a563d769b4af0465ab20c56,florianopolis,648,20151.21
b5e3e38609125694d2ea2417522a60b7,florianopolis,995.04,21146.25
b7d5b4b87af9d42b601865d3f3810bff,florianopolis,1049,22195.25
c0aff2da32c17759d30b22fb0af6649d,florianopolis,188.8,22384.05
cb4a705d00e100b9732d0ca34817d441,florianopolis,998,23382.05
dfa0c4c6229ab200a4a1336b4d7128ff,florianopolis,4777.1,28159.15
ea3ebea5317b0efbc663ecc8ce5e9bc2,florianopolis,299.7,28458.85
ec8463980a4e0ea9f8517aea1ed0c419,florianopolis,239.2,28698.05
2a5b78b41cd05baeac8df54c6606b92c,formiga,19025.36,19025.36
49e7217cfe4e427191c378ec626d8737,formiga,3002.7,22028.06
6824a69c9ea0313eba299dd4a2dba09a,formiga,666.9,22694.96
d921b68bf747894be13a97ae52b0f386,formiga,15645.8,38340.76
d598f929fc44e1e38678e7f47250ec04,formosa,69.9,69.9
d8b8f2cf9ff6ba0389072541cb42498c,formosa,149,218.9
b9a03475e6447e631b6799ec8274800f,formosa do oeste,1349.1,1349.1
21c62b998a043ebe31161d38f84929fc,fortaleza,750.49,750.49
3da38366e7bd9baf6369071f782ecdf0,fortaleza,59.47,809.96
578fa3a9cb6b6dceab39231ad59cdaca,fortaleza,150,959.96
bbf9ad41dca6603e614efcdad7aab8c4,fortaleza,7846,8805.96
c4fabeea6e569d42d02993bb1f4f1cbc,fortaleza,859.3,9665.26
c7246702dc991a06d788120dc7544391,fortaleza,54.86,9720.12
dbdd0ec73a4817971d962698f2fea022,fortaleza,6384,16104.12
066a6914e1ebf3ea95a216c73a986b91,foz do iguacu,9410.38,9410.38
328acb143b4a73aad6bee8e734f5d20d,foz do iguacu,699.98,10110.359999999999
54965bbe3e4f07ae045b90b0b8541f52,foz do iguacu,10961.3,21071.66
9dd59e43f0c9f0553244e8f9c2fb247e,foz do iguacu,356.3,21427.96
fb89df7f89fd1b8f03fa2acca1ba7364,foz do iguacu,2220,23647.96
002100f778ceb8431b7a1020ff7ab48f,franca,1234.5,1234.5
048c2757535328e0d7dac690ad3c0aae,franca,9264.78,10499.28
0f0c984a4a955310903b6b6008660bad,franca,369.81,10869.09
167fd940acebc789debd6eb418c46e38,franca,1077.58,11946.67
26e13b6ff5b641b329e5524241ee2c93,franca,119.7,12066.37
34a557286ead8fe75c989e0afcf7d98c,franca,414.9,12481.27
6c17baf138731a4aaacc3210adf2037b,franca,538.8,13020.07
7202e2ba20579a9bd1acb29e61fe71f6,franca,12750.5,25770.57
7e1fb0a3ebfb01ffb3a7dae98bf3238d,franca,27349.53,53120.1
86bb7c4b535e49a541baf3266b1c95b1,franca,8162.4,61282.5
99eaacc9e6046db1c82b163c5f84869f,franca,13139.17,74421.67
9cf787a239c1aa29dbd76f153dc13f9a,franca,316,74737.67
9d7a1d34a5052409006425275ba1c2b4,franca,1054.82,75792.49
a066df7361163e7ddc5d7452dd17448b,franca,1078.3,76870.79
a435b009cd956ea60748b5cfbddf2e24,franca,361.18,77231.97
a6fe7de3d16f6149ffe280349a8535a0,franca,2904.8,80136.77
ae45ad30c2d2e5913094769690a239d2,franca,251.8,80388.56999999999
b416191c9813d821a295cfabafff4161,franca,117.8,80506.37
dbc51f5e45d654ecc16cb68e6817ecea,franca,199.99,80706.36
ececbfcff9804a2d6b40f589df8eef2b,franca,6792.4,87498.76
01cf7e3d21494c41fb86034f2e714fa1,francisco beltrao,9729.36,9729.36
40ec8ab6cdafbcc4f544da38c67da39a,francisco beltrao,117.8,9847.16
7a704e63bb29c446869efde5d57524c8,francisco beltrao,94.49,9941.650000000001
83c8aafbefb034674a70de0eac5b8954,francisco beltrao,134.9,10076.550000000001
0e44d110fa6a54e121cb2c095a77762f,francisco morato,223.32,223.32
6561d6bf844e464b4019442692b40e02,franco da rocha,41.9,41.9
70bf57d811208f8923b41bbd499a67a4,franco da rocha,780.8,822.6999999999999
ad420dd0c4f92f8af951ac24b86d0cf5,fronteira,4705.29,4705.29
3c487ae8f8d7542beff5788e2e0aea83,gama,9385.7,9385.7
160851d3ece7aa1a510f8d1a4bb8a8af,garca,102.05,102.05
527801b552d0077ffd170872eb49683b,garca,17942.8,18044.85
7c9130f5f3729edd32aa059141d92484,garca,126,18170.85
c12b92bf1c350f3e6bf88d3596219c86,garca,4808.78,22979.629999999997
8603f0038fe0e52fedd3382d266723de,garopaba,2355,2355
d52cbce9845184537284a23c3bc3da0e,garopaba,75,2430
b64d51f0435e884e8de603b1655155ae,garulhos,416.18,416.18
152ee17e4c8aaf53dac99f3462e4999b,garuva,308.96,308.96
19d62d484cba71963c93f0f00ab42013,gaspar,139.9,139.9
344223b2a90784f64136a8a5da012e7f,gaspar,10.9,150.8
003554e2dce176b5555353e4f3555ac8,goiania,120,120
05a940b4ecae36cadfd8e93bd9c43257,goiania,952,1072
0daf5180aa44356f60f8effa533b55a2,goiania,144.8,1216.8
0ec28cec4046a4a199b6de9b4c891d97,goiania,296.6,1513.4
13d95f0f6f73943d4ceffad0fc2cd32c,goiania,249.99,1763.39
31e60bf8d103ce47932a85f5562deb16,goiania,181,1944.39
376a891762bbdecbc02b4b6adec3fdda,goiania,6406.23,8350.619999999999
39c763cca83e654764b7a4a650fb9b7c,goiania,761,9111.619999999999
39f776d2974049026ff531fc42ef2a3e,goiania,1084.04,10195.66
3aa3c89ae3cd482385568be76120f63c,goiania,29.9,10225.56
42d4b7e70819438f5ada61c965e92d7e,goiania,49.6,10275.16
578460d8319c51dab351cd9db95eadfe,goiania,235,10510.16
70125af26c2d6d4ef401a1d02ae7701f,goiania,371.2,10881.359999999999
750303a20e9c56b2a6bc45cdce0b897d,goiania,8085,18966.36
75fbb52eda0cbc24f479d3b2fbfa8d3e,goiania,1130.99,20097.35
7b7ed56ae755e2880f2b69632e839c1e,goiania,321.5,20418.85
8629a7efec1aab257e58cda559f03ba7,goiania,45.22,20464.07
8ab42aa58097fd4668d60cc648225d5f,goiania,2616.75,23080.82
aadfe0417e61315688b6bd7043361e25,goiania,289.9,23370.72
b410bdd36d5db7a65dcd42b7ead933b8,goiania,7726.9,31097.62
bba8d0c234a52b87b3957037a215d1a4,goiania,120,31217.62
e64882b4ef12aee8d0faca4db5b681f4,goiania,230,31447.62
ee27a8f15b1dded4d213a468ba4eb391,goiania,6499,37946.62
8b181ee5518df84f18f4e1a43fe07923,goioere,27.9,27.9
3fe7120d6257285ac6a3ce7cb071ccec,governador valadares,199.98,199.98
87b4428a334b8f676fd9a7f3bf544fb5,guaimbe,29.99,29.99
164a5a8794e6d42e14f55e447b12a3bc,guaira,73.99,73.99
2039c5e51785b5dde7cf93ccb3b7be2c,guaira,159.9,233.89
c72de06d72748d1a0dfb2125be43ba63,guanambi,17522,17522
402916f742e5c740cc751493d9cf5053,guanhaes,1252,1252
c3867b4666c7d76867627c2f7fb22e21,guara,37153.4,37153.4
2063dd1b9f568df1c16741ea7d3e6adb,guarapuava,763.1,763.1
d4f91e8be86b38da2ee35bc489645a9d,guaratingueta,49.99,49.99
6806dad1da97bfb5a9038eac6881f706,guaratuba,1477,1477
68ca56ce86830f3d31b1b7ec6a54da3e,guaratuba,719.59,2196.59
88ef59b51bdaa941d10a853429f2b6ce,guaratuba,252.9,2449.4900000000002
4869f7a5dfa277a7dca6462dcf3b52b2,guariba,229472.63,229472.63
41e0fa5761c886a630994a55c12087e7,guaruja,423.6,423.6
4e6015589b781adaa5ce7f1892d06bb1,guaruja,684,1107.6
7d948535954aaf8c5d39db007f74372e,guaruja,194,1301.6
c0e6839516f5398edc34adf5f1d53d1a,guaruja,432.92,1734.52
c54679b132454625907c773d273d4126,guaruja,1032,2766.52
cee48807215b30a12ca2ca10ffb5f250,guaruja,7212.23,9978.75
00720abe85ba0859807595bbf045a33b,guarulhos,1007.5,1007.5
0725b8c0f3f906e58f70cbe76b7c748c,guarulhos,2190.3,3197.8
0b0ddbc7b9d9584f442c7ac92b0ff6c9,guarulhos,1416.76,4614.56
0dd184061fb0eaa7ca37932c68ab91c5,guarulhos,18446.92,23061.48
1771297ac436903d1dd6b0e9279aa505,guarulhos,2881.27,25942.75
17adeba047385fb0c67d8e90b4296d21,guarulhos,809.7,26752.449999999997
1961c3e1272bfeceb05d0b78b5bbfdaf,guarulhos,896,27648.449999999997
269c5fc9fcadee614364c3620c30a1f9,guarulhos,209.6,27858.05
312ba1d77e9c332ef21f9598b7f64cd7,guarulhos,756,28614.05
33a6f4b1e7cdc205511e76ba1b6e0186,guarulhos,10295.01,38909.06
45a3d05fb00435e52a28859dd03703b3,guarulhos,1299,40208.06
5275ca25d0358ca73864e0ae41be1320,guarulhos,409.6,40617.659999999996
5563732abe64c3036cb97ad924128dd1,guarulhos,404,41021.659999999996
56e361f411e38dcef17cdc2a3d99628b,guarulhos,1298,42319.659999999996
5b07547f10dd980738a1a27f685af669,guarulhos,1134.6,43454.26
61c36f0fc4a47f9532e5512b66668e62,guarulhos,750,44204.26
67e43d802fde8cfd3f9580124f8167d1,guarulhos,36,44240.26
688756f717c462a206ad854c5027a64a,guarulhos,5966.54,50206.799999999996
6b90f847357d8981edd79a1eb1bf0acb,guarulhos,3322.08,53528.88
6d2f2e3b539480db1e0842b3a4e32e6e,guarulhos,305.96,53834.84
6edacfd9f9074789dad6d62ba7950b9c,guarulhos,13147.1,66981.94
72c5da29406b4234927b81855e7b64f6,guarulhos,11798.69,78780.63
749e7cdabbaf72f16677859e27874ba5,guarulhos,41.9,78822.53
76623fde66e6b63b59440fd34160512d,guarulhos,65.4,78887.93
7681ef142fd2c19048da7430856b5588,guarulhos,31941.81,110829.74
77714512e8d4dda9c234da8e3faf16e4,guarulhos,243.4,111073.14
7fc87cc3e89b3d1d5cabdca32f8485aa,guarulhos,2153.9,113227.04
7ff588a03c2aeae4fbd23f9ae64b760d,guarulhos,1182.2,114409.24
8581055ce74af1daba164fdbd55a40de,guarulhos,64925.3,179334.54
94b9108d4b637ba65bb4f1e53cfcf8d8,guarulhos,234.96,179569.5
b1204cfda1d4948679db3cfc0d3cb95c,guarulhos,2903.7,182473.2
ba90964cff9b9e0e6f32b23b82465f7b,guarulhos,44212.5,226685.7
bce6a5ecf98e99fd2a8868b15c51f04b,guarulhos,3464.9,230150.6
bd149ed516d4c5d418d5781f8e18919f,guarulhos,414,230564.6
beadbee30901a7f61d031b6b686095ad,guarulhos,4373.98,234938.58000000002
c60b801f2d52c7f7f91de00870882a75,guarulhos,12913.5,247852.08000000002
c826c40d7b19f62a09e2d7c5e7295ee2,guarulhos,45643.74,293495.82
e1b12447a7563944843191754aeb5562,guarulhos,472.46,293968.28
e250d617a0ad591ba9bd663e584a895d,guarulhos,904.12,294872.4
e63e8bfa530fb16910dd6956e592bb81,guarulhos,1311.7,296184.1
e819bcfade7b5d88a27325eb6cfd62c5,guarulhos,202.9,296387
ea6b12bf9ffe2bac34602ec631d97a47,guarulhos,2625.8,299012.8
ed4311e67debd72b8610a5347a743087,guarulhos,3636,302648.8
edc518ba25576a0188a0e8f2c3af186f,guarulhos,1647.39,304296.19
f41ce2e25237f9092cd8e6e7516c7a2f,guarulhos,2030.9,306327.09
f46490624488d3ff7ce78613913a7711,guarulhos,5802.85,312129.94
f7315bb81aea4ddca2d39e249a801c98,guarulhos,379.8,312509.74
fcb5ace8bcc92f75707dc0f01a27d269,guarulhos,8318.63,320828.37
ff4ea69c2a729e83e63c7579e4ef8170,guarulhos,7017,327845.37
ffc470761de7d0232558ba5e786e57b7,guarulhos,1649.01,329494.38
d73cbd89533ce8b041a9190241453ac8,guiricema,368.6,368.6
3faf68a3b0af94b10bac70d86077be49,holambra,1322.93,1322.93
8c91bfea4263b8fba54081460693e2a1,horizontina,739,739
b76f4d90e85657a240495c876313adc5,hortolandia,299,299
c70c1b0d8ca86052f45a432a38b73958,hortolandia,36537.37,36836.37
96804ea39d96eb908e7c3afdb671bb9e,ibia,3610.7,3610.7
be67f78487e2cecb0d55bc769709e4f5,ibirite,102,102
004c9cd9d87a3c30c522c48c4fc07416,ibitinga,19712.71,19712.71
0176f73cc1195f367f7b32db1e5b3aa8,ibitinga,4733.1,24445.809999999998
02b72cdeb9cfcc429f1af6f4e3f3b737,ibitinga,522.65,24968.46
0336182e1b3e92f029d5354832045fdf,ibitinga,29.8,24998.26
07de60b03d150fb3ea09eab5da5e4c8b,ibitinga,719.1,25717.36
0f519b0d2e5eb2227c93dd25038bfc01,ibitinga,79.9,25797.26
154bdf805377afea75a3bd158e9eab10,ibitinga,89.9,25887.16
1835b56ce799e6a4dc4eddc053f04066,ibitinga,33344.21,59231.369999999995
1900267e848ceeba8fa32d80c1a5f5a8,ibitinga,24982.53,84213.9
1dc2de47ee26a0a5b12dc14fd6dc0dea,ibitinga,1670.3,85884.2
1dfe5347016252a7884b694d4f10f5c4,ibitinga,1693.5,87577.7
26e2c91ef821e1ff8985f408788fe35b,ibitinga,1649.4,89227.09999999999
2d50d6282f8aa2257819a77bfaa0efe0,ibitinga,3353.48,92580.58
391fc6631aebcf3004804e51b40bcf1e,ibitinga,39951.95,132532.53
3b15288545f8928d3e65a8f949a28291,ibitinga,14061.79,146594.32
3b872fd4747f01cc56206f2934198618,ibitinga,2726.74,149321.06
3d3ccf2b2f8134b10dce9dd446f0e075,ibitinga,608.6,149929.66
422be4cc81a457fdb46f47edeb968ae5,ibitinga,239.9,150169.56
4a3ca9315b744ce9f8e9374361493884,ibitinga,200472.92,350642.48
4b0fdb526525f9890eb145bf1534640e,ibitinga,2419,353061.48
4c8b8048e33af2bf94f2eb547746a916,ibitinga,2020.73,355082.21
53d00c40e32aeb924a84ce72b1af869d,ibitinga,2165.85,357248.06
5b0cc932433fa5184b5b94bfe6bcc256,ibitinga,1437.8,358685.86
602044f2c16190c2c6e45eb35c2e21cb,ibitinga,3739.16,362425.02
62de60d81c55c29d76a6bce418b31cef,ibitinga,103,362528.02
640e21a7d01df7614a3b4923e990d40c,ibitinga,7598.88,370126.9
723cd880edaacdb998898b67c8f9da30,ibitinga,2136.53,372263.43
747c1cdcd1737dcfbd1547f6eb6f2cf3,ibitinga,193.1,372456.53
7ad32824caee82087b3e2e5f33b1bf32,ibitinga,22505.1,394961.63
7d7d2b7a51328016102d4528c411d630,ibitinga,918.8,395880.43
8160255418d5aaa7dbdc9f4c64ebda44,ibitinga,47017.69,442898.12
951e8cef368f09bb3f3d03c00ca4702c,ibitinga,4092.29,446990.41000000003
9d213f303afae4983637247556438ede,ibitinga,47.7,447038.11
9ef932e837d8b7f392c0bfee9d359dc2,ibitinga,59.9,447098.01
a3e9a2c700480d9bb01fba070ba80a0e,ibitinga,13440.8,460538.81
b2479f944e1b90cf8a5de1bbfde284d6,ibitinga,4752.51,465291.32
b39d7fe263ef469605dbb32608aee0af,ibitinga,5193.1,470484.42
b8a0adc91af209270c2c725168eb00fd,ibitinga,281.4,470765.82
bcc9dd23e2a8bd8267cf92b19304a1b9,ibitinga,202.79,470968.61
cca3071e3e9bb7d12640c9fbe2301306,ibitinga,64009.89,534978.5
d1c281d3ae149232351cd8c8cc885f0d,ibitinga,26942.6,561921.1
d20b021d3efdf267a402c402a48ea64b,ibitinga,4140.17,566061.27
d2374cbcbb3ca4ab1086534108cc3ab7,ibitinga,21223.92,587285.1900000001
d673a59aac7a70d8b01e6902bf090a11,ibitinga,3908.94,591194.13
dc4a0fc896dc34b0d5bfec8438291c80,ibitinga,24180.77,615374.9
e82de6494d91d3c4c54450f59b227a94,ibitinga,118.9,615493.8
ea67327e24487bdfac5fbfa37ea124df,ibitinga,6250.18,621743.98
f7c31656c19db6275a8acadca289f426,ibitinga,61.56,621805.54
f7ccf836d21b2fb1de37564105216cc1,ibitinga,2787.4,624592.9400000001
fa1a9dec3a9940c072684a46728bf1fc,icara,6674,6674
25debeafbce801fdd479539350185eee,igaracu do tiete,302.84,302.84
8b11118053756a9a2932f447e11fc1b5,igaracu do tiete,79.99,382.83
da20530872245d6cd9d2f5725613c430,igrejinha,314.96,314.96
d03698c2efd04a549382afa6623e27fb,ilheus,8865.47,8865.47
a1043bafd471dff536d0c462352beb48,ilicinea,101901.16,101901.16
c64a2aec32cc408a8a4c6d7c46017f91,imbe,3221.5,3221.5
166e8f1381e09651983c38b1f6f91c11,imbituba,78.8,78.8
b55638ad525e906c698fa2ce742c1742,imbituba,1094.8,1173.6
be3b4b0f050a6aa1b2d901c4b77e979f,imbituva,578.2,578.2
417a1e6c7321084d2a0ae0d023cfad93,imigrante,48.9,48.9
1d1bbb8ac1581824986f582583fff01d,indaial,166.88,166.88
ed46f1eb4a638113deb2a1137b5f22e9,indaial,3470,3636.88
53b0300ca793f9834cd69c0678d35ee8,indaiatuba,1662.15,1662.15
8c5e007d7bd5693fa1386ffefbc99f6c,indaiatuba,1029.11,2691.26
9baf5cb77970f539089d09a38bcec5c3,indaiatuba,6129.67,8820.93
a11a0e0ca67423425691db355cff69b0,indaiatuba,448.9,9269.83
c510bc1718f0f2961eaa42a23330681a,indaiatuba,12251,21520.83
cac4c8e7b1ca6252d8f20b2fc1a2e4af,indaiatuba,4168.18,25689.010000000002
e89c4adbe7b1d0819dbb636e16461cf1,indaiatuba,3181.3,28870.31
f84fa566034f5e8e880a07ec624c56af,indaiatuba,5093.79,33964.1
679769a98cfcc6da877c8486ff1c13f3,ipatinga,7029,7029
8f54d64f28a993550aa7943f12572959,ipatinga,2755.5,9784.5
e333046ce6517bd8bb510291d44f0130,ipaussu,7268,7268
14f2b3587172b9db894c9bad8dab520b,ipe,244,244
651530bf5c607240ccdd89a30c9c9712,ipira,199.9,199.9
b43d8b707f887a30f4675391098354a0,ipira,1342,1541.9
880eda903e719a5f179f7e9fceb3a69d,ipua,249,249
4a82168aaef173cbb6e46ae88728f919,irati,512,512
2b402d5dc42554061f8ea98d1916f148,irece,299.89,299.89
ff82e8873fba613f2261a9acc896fd84,itabira,124.6,124.6
63ffcb71394dd8ea3872ed9ffda17c74,itaborai,399,399
19a7c9f66ffa6452ff4b4c0cca71da27,itaipulandia,279,279
c878515173c84a492ebe50d6b493230b,itaipulandia,1118.84,1397.84
0bae85eb84b9fb3bd773911e89288d54,itajai,7482.21,7482.21
0e982cff76cc0579f632cea8a0e38c9d,itajai,1307.34,8789.55
278b6e0b20c4f61fefaa0577943d7a35,itajai,1078,9867.55
52b53f7061969fe471d119b6195da864,itajai,90,9957.55
8378eb36b6b70c5734e83ad7b8cdc3b7,itajai,1714.8,11672.35
a56e351445e5863fc8960640ba9190c7,itajai,760.92,12433.27
b8bc237ba3788b23da09c0f1f3a3288c,itajai,13685.71,26118.98
c1ed9e3daf6154542826a6996af0fb8c,itajai,971.25,27090.23
df0f42bc4c2142eacf0eaf2cffd0cfbb,itajai,1654,28744.23
f021c962aaba8ef6eb527a9c2c8394d1,itajai,4398.5,33142.729999999996
054694fa03fe82cec4b7551487331d74,itajobi,9983.1,9983.1
5bba18b40e8c973b0f32e748004775b0,itajobi,739.98,10723.08
3f995f07c49d0d55a99d5c54957f7d81,itapecerica da serra,3955.7,3955.7
b5d034ac251546e25afe9067f05c1539,itapecerica da serra,69.9,4025.6
c9c7905cffc4ef9ff9f113554423e671,itapecerica da serra,10657.18,14682.78
e94b64dc6979b302a5a5be1662c83bb6,itapecerica da serra,306.89,14989.67
85e7c62c1d6ea078c3897424f867a7c8,itapema,60,60
533d46c1b06970e99f09523a61df4972,itapetininga,159.98,159.98
d36b07fd3c5088e477a72d1fccfe29d4,itapetininga,328.9,488.88
dc7192adf8ba09569261f4a8d576afe0,itapeva,917,917
08ad4ac1388e4420ca531c3edfc46198,itapevi,221.62,221.62
3d290fe363c60a77498c1126fd3fb8d3,itapevi,198.98,420.6
b4a476fbd28de64b1e347abf9089366a,itapevi,5724.04,6144.64
e883aa812c37a7413226856f4579fe91,itapevi,4097.1,10241.74
28c7d8743fbc8679f484868cc0fcaefb,itaporanga,201.5,201.5
4dc2e811a1760953cb7c6a590b498943,itapui,175,175
21d59342ba150175ca2aa4f8faddeca6,itaquaquecetuba,259.9,259.9
38874e327ce94d11390b96eb42d61928,itaquaquecetuba,3779.94,4039.84
3febca52652e7209509ccfe61cbde40e,itaquaquecetuba,84,4123.84
5058e8c1e82653974541e83690655b4a,itaquaquecetuba,10022.82,14146.66
7c67e1448b00f6e969d365cea6b010ab,itaquaquecetuba,187923.89,202070.55000000002
a7f13822ceb966b076af67121f87b063,itaquaquecetuba,12477.64,214548.19
c8b0e2b0a7095e5d8219575d5e7e1181,itaquaquecetuba,12170.21,226718.40000000002
f22a247b79dd22ecd91dc8e3b2a1b07c,itaquaquecetuba,439.94,227158.34000000003
f4db9b37944bcb8873e6b456ee190bbf,itaquaquecetuba,3409.78,230568.12000000002
1e8c6a4c538f286aee9573239740a4b4,itatiba,359.7,359.7
70eea00b476a314817cefde4aad4f89a,itatiba,31994.65,32354.350000000002
855668e0971d4dfd7bef1b6a4133b41b,itatiba,32208.16,64562.51
ec8879960bd2221d5c32f8e12f7da711,itatiba,4062.4,68624.91
23ff42c4bf1f8f16cddb19d8b972974a,itau de minas,174.7,174.7
25c5c91f63607446a97b143d2d535d31,itauna,54679.22,54679.22
f3041c2e75ec683697a6a5ea82192210,itauna,145,54824.22
a7a9b880c49781da66651ccf4ba9ac38,itirapina,307.6,307.6
20a8b0dc55da94fe74d112082427c84f,itu,407.4,407.4
2ba91c7ad80ff88b23b7db823b43c233,itu,740.4,1147.8
615005a3ef192c00c6f0e977cee3d2bc,itu,286.5,1434.3
762fafdaa57a532ee0119731697579dd,itu,206.7,1641
04843805947f0fc584fc1969b6e50fe7,ivoti,1400,1400
4e7c18b98d84e05cbae3ff0ff03846c2,jaboticabal,9177.9,9177.9
c68fb906c8f4b4b946d8386bfa6e5467,jaboticabal,4541.16,13719.06
3d62f86afa7c73be2628a3be1423f5a0,jacarei,12,12
4e922959ae960d389249c378d1c939f5,jacarei,46030.37,46042.37
70a12e78e608ac31179aea7f8422044b,jacarei,30858.53,76900.9
8648b1e89e9b349e32d3741b30ec737e,jacarei,7442.55,84343.45
b7ed9fb14c8eadb37adb9c45d67ab0fb,jacarei,566,84909.45
bacb1f0ed56ad24198f5810d2b3fe9a5,jacarei,6940.45,91849.9
caa9bc43a9fe8cf9c564ddd8a03cc4a6,jacarei,803.87,92653.77
7f5e4d5efad7e44b91115dd1decb65f3,jacarei / sao paulo,179.9,179.9
265fdc289dffa9f1ad801c74f7d0de47,jaci,495,495
2d9e8987a2ea5cf88dce330249043ff1,jaci,239.8,734.8
50bf89f1349bc0409a268c3a49678009,jaci,179.9,914.7
8a207b6080964f3c1fc9d35bd6096ba4,jaci,553.7,1468.4
1e9d5a33694bddb76316fd1f54734d20,jaciara,318,318
198c7ea11960a9844b544d9bcdca860c,jacutinga,1733.75,1733.75
7a241947449cc45dbfda4f9d0798d9d0,jacutinga,8027.63,9761.380000000001
d1c7fa84e48cfa21a0e595167c1c500e,jacutinga,1156.03,10917.41
1e26c56af8d48424e1df0140a2401f83,jaguariuna,258.9,258.9
994f04b3718c2bab35c2adfa8afecd2a,jaguariuna,3445.7,3704.6
ad87df7699e83b8a91822a4a0b765c3a,jaguariuna,349.9,4054.5
db7ed69a53aa9fb1c01930ba54a88bbe,jaguariuna,109,4163.5
1ce3ae5a399804d1a87e706f8a813c3e,jaguaruna,2563,2563
e21a1e8be4715b0fcfd5385643bc49c4,jaguaruna,703.6,3266.6
3df020b72d3d44b3af9d110fa3940b65,jales,5039.9,5039.9
fec8cd45395b3cb0c2b173d7739706a1,jambeiro,1280,1280
9b00cad94ef3078faf6fba2e792c158f,janauba,354.9,354.9
4677a5437afda5fa7140b927b07be1cc,japira,3415.7,3415.7
9ac4f14370b1e24ddc58be041b7f99df,jaragua,314.51,314.51
0b36063d5818f81ccb94b54adfaebbf5,jaragua do sul,765,765
2a6fbeaa7ab9e5d59a35841a8da71ce4,jaragua do sul,1632.79,2397.79
2ef086a599b597572aca4433b7ed6b3d,jaragua do sul,49,2446.79
3c3017960b2dbd72711a61f0400aab8f,jaragua do sul,968.8,3415.59
800214c63934acd05d47e84214db8ba8,jaragua do sul,259.6,3675.19
8cbac7e12637ed9cffa18c7875207478,jaragua do sul,2990.98,6666.17
be9a160a9011f627c3e121d076c1ec7b,jaragua do sul,2934,9600.17
ce248b21cb2adc36282ede306b7660e5,jaragua do sul,15230.06,24830.23
dedcab67899479e4ea5dcc4eba47f587,jaragua do sul,84,24914.23
a61cc04793308395a840807104365121,jarinu,14.63,14.63
4867209cb29b56b92893d7bde3ce8012,jau,150,150
4d6d651bd7684af3fffabd5f08d12e5a,jau,43587.4,43737.4
66dc1b1632bd6a3e508510c5b3492107,jau,3721.39,47458.79
ef728fa1f17436c91ed1ccd03dcf9631,jau,128.7,47587.49
a5259c149128e82c9d6d46e0c1c812bb,ji parana,1182.26,1182.26
954e95f20808d7e5d11f0de292d078e0,joao monlevade,158.78,158.78
07017df32dc5f2f1d2801e579548d620,joao pessoa,946.49,946.49
fd435faa3c0422b60440ea3480d0e77c,joao pessoa,749,1695.49
5b97c06a046398e7005b2b7c0d707a92,joao pinheiro,1519.96,1519.96
184a67a8f9f63234d3a92340bbdb727f,joinville,268.66,268.66
1a3df491d1c4f1589fc2b934ada68bf2,joinville,23302.7,23571.36
1bc2e21de46adfea6b98cc96b00f3b40,joinville,1039.95,24611.31
1d0646a72178a6fb37ee8082140e06ec,joinville,61,24672.31
2fdde51ad3e12f297da656d4fbd5d0b5,joinville,6252,30924.31
33d677f27a69b84051204ee4ae76eaca,joinville,165,31089.31
3d0cd21d41671c46f82cd11176bf7277,joinville,447.8,31537.11
3f8247d0f772ffa58560e5c682521ad5,joinville,139.9,31677.010000000002
559d56f3b8f0bc2e5a9a62fe2ce2a39f,joinville,385,32062.010000000002
5abb8ea023c77787f2c15da891c8d384,joinville,2241,34303.01
643c01d7c56a724bec0454f4780e8a3e,joinville,205.55,34508.56
6d22a1fcebb6dd08c9cd90b92a93e8d0,joinville,723.7,35232.26
9de4643a8dbde634fe55621059d92273,joinville,17560.34,52792.6
a13aaf2d2886ab9fb30fb9a920160b8f,joinville,1011.52,53804.12
a3a38f4affed601eb87a97788c949667,joinville,26533.32,80337.44
a56a8043ebf66e42119618fb8cf232c6,joinville,83,80420.44
c7bb64409aa480bb7d0335faaaf3d242,joinville,97.6,80518.04
dd5450b022b2d00a2145a66331e1aef6,joinville,59,80577.04
e439f7176d763f92de325271111b2fd5,joinville,1348.4,81925.44
e5d4b2b0c3bca22085f7a19a28de0c42,joinville,205.8,82131.24
e9c2dc0dd4ac38448289be644ac94f42,joinville,118.39,82249.63
ef990a83bbea832f36ebe81376335aa8,joinville,4642.59,86892.22
29e6e05b65f93bc224c644319dc52ecf,juiz de fora,475.6,475.6
2b2fed75b8e5ea3a052fc4c0825da485,juiz de fora,510.9,986.5
404e1ba01358af4cd63f679b2c4d1fa1,juiz de fora,373.9,1360.4
49067458c68f7701fd334ce326accbe0,juiz de fora,1047.65,2408.05
4d0041cdbe51b4617d95c70b19decc74,juiz de fora,5235.2,7643.25
702835e4b785b67a084280efca355756,juiz de fora,7.6,7650.849999999999
8e670472e453ba34a379331513d6aab1,juiz de fora,975,8625.85
cd843d4cf8ef32827de0396605163ba3,juiz de fora,1915,10540.85
d9d43faf741ceaa8da52fdbb81d9e0e3,juiz de fora,210,10750.85
f789d2c4f2c2eb38fc4373e7a4b35264,juiz de fora,4864.24,15615.09
0a85ebe4e328db81ac9109781205e2f7,jundiai,667.9,667.9
244b04680fdbded0acf5aebd9c92b44a,jundiai,3477.7,4145.599999999999
2528744c5ef5d955adc318720a94d2e7,jundiai,6245,10390.6
534a01cc6df1e034e05c32028a291fa2,jundiai,235.59,10626.19
