seller_id,seller_city,total_outcome,Rolling_Total
0c7f30ae9b147eca07affbef92832a6a,ponta grossa,479.5,479.5
13c2ed7698b3ca92dad49e849219da59,ponta grossa,498.61,978.11
a90a5da8b09e44264a177c0374a5ac87,ponta grossa,74.7,1052.81
d9b00a97818674c7f8d8b1ef0e689679,ponta grossa,69.9,1122.71
eddd1991bd6d9309995a480c39b95137,ponta grossa,866,1988.71
f266295f49a28eee21f413e0cbb0521d,ponta grossa,149.8,2138.51
3db66a856d18a9cba7c9241fc5221c50,ponte nova,9478.3,9478.3
c6381d2d013342748761e906d45aff76,portao,2042.98,2042.98
06e5eefc71ec47ae763c5c6f8db7064f,porto alegre,22188.56,22188.56
0d83f8e03188682112cc0d93523705cc,porto alegre,696.26,22884.82
2aafae69bf4c41fbd94053d9413e87ee,porto alegre,94,22978.82
2ec6e37d992a95eaddb3369dcbcc76d9,porto alegre,159.8,23138.620000000003
33a17d60c64393351ebf1ef860f4e0f2,porto alegre,8152.48,31291.100000000002
4391ea5c5990502176a1dcda44a2373d,porto alegre,2349,33640.1
458d868c9642f55f18f04e951a3fdde6,porto alegre,2718,36358.1
48985c61529077fa4f1e38bcff0f2ed3,porto alegre,879.3,37237.4
48e954b2da4f6a750c844173b347ed40,porto alegre,397.8,37635.200000000004
499185655c29ecfdbfe776ef7cf875b5,porto alegre,89,37724.200000000004
4dab98ca6cd6d3df586203cefd28a042,porto alegre,154.9,37879.1
586a871d4f1221763fddb6ceefdeb95e,porto alegre,198,38077.1
5e9f5bd34e0830569f05c9d4f56e04a8,porto alegre,239.98,38317.08
6b1c4d4d9ccf0be3d8544eb0e71e5318,porto alegre,1699,40016.08
71271995e85f5b8530be99ed54a91b89,porto alegre,776,40792.08
87142160b41353c4e5fca2360caf6f92,porto alegre,31095.98,71888.06
8e4f041ff58e7845456d3482524014b3,porto alegre,133.8,72021.86
901b460cdce0c64e471230d7f2f9f3a3,porto alegre,1904,73925.86
94231344608e603693b0a8891143f65d,porto alegre,722,74647.86
a23266650e7c84bb93fbbba502137478,porto alegre,1512.4,76160.26
a44fb5a447105f8469bdf16bf9159f25,porto alegre,3706.1,79866.36
b57e8460909fa137df7951b4a3b5ea84,porto alegre,198,80064.36
c353f8fc0ce8344999f17d578eb69a5e,porto alegre,175.98,80240.34
c8025364abeecb115431bf95c11a747f,porto alegre,928,81168.34
c9e5ad1f6647f5dbd1172adf6ae3cada,porto alegre,259.03,81427.37
d98eec89afa3380e14463da2aabaea72,porto alegre,6968.53,88395.9
f08a5b9dd6767129688d001acafc21e5,porto alegre,14069.63,102465.53
f1ed6bd0a9b11b581f16c851c6a5a527,porto alegre,1622.77,104088.3
3bb32fedaa74e4ad20f4ce067733bd31,porto belo,103.7,103.7
c8c1bea22194a4eefa2dc9a9fa89f536,porto belo,1266,1369.7
0dfbed20065e425d2eaefb101f9816c0,porto ferreira,84.35,84.35
20611af7866c6068fd5ae1f9dbe15c92,porto ferreira,219.8,304.15
23613d49c3ac2bd302259e55c06c050c,porto ferreira,4293,4597.15
2a261b5b644fa05f4f2700eb93544f2c,porto ferreira,5355,9952.15
babcc0ab201e4c60188427cae51a5b8b,porto ferreira,79,10031.15
c3251e13f1bbda6c74e37c160f991e19,porto ferreira,437.8,10468.95
ec4608a1f76453166bb312b2968aeaf4,porto ferreira,1181.75,11650.7
f5f2ab9bdb6b30c14c61be68c5ed37da,porto ferreira,2134.68,13785.38
f88adb15807168d3c43d71021090ce4a,porto ferreira,488.8,14274.18
d2e753bb80b7d4faa77483ed00edc8ca,porto seguro,1320.7,1320.7
3364a91ec4d56c98e44174de954b94f6,porto velho,3579.94,3579.94
4e42581f08e8cfc7c090f930bac4552a,portoferreira,336,336
3ded4e2d5f135cb103e5949d7263d2dd,pouso alegre,49.9,49.9
1996942dc085d7773ba77a529b163cd0,pradopolis,2943.51,2943.51
b33e7c55446eabf8fe1a42d037ac7d6d,pradopolis,44985.17,47928.68
a9415cf907dfa12f9ed18693244f5329,prados,210,210
12c2ed9cded6138cf0c75f525f565fc7,praia grande,314.96,314.96
25e47381a6c510ddeb36084e33b89f0c,praia grande,1289.6,1604.56
271b8923c6a549e02d3c9fd1f8c0422b,praia grande,105.19,1709.75
3289d8c3eef4873f91ce0b1343c0dd58,praia grande,199.99,1909.7399999999998
59cd88080b93f3c18508673122d26169,praia grande,392.33,2302.0699999999997
8c351ed7c326c62123318f4f3246e906,praia grande,114.9,2416.97
9c1c0c36cd23c20897e473901a8fb149,praia grande,544.97,2961.94
b56828a9f9027f3c918c04ca720d9e3c,praia grande,360,3321.94
d91fb3b7d041e83b64a00a3edfb37e4f,praia grande,40889.74,44211.68
e9779976487b77c6d4ac45f75ec7afe9,praia grande,43162.95,87374.62999999999
64b87978a11c1ea7501a89eabe8c2c1a,presidente bernardes,489.93,489.93
e4ebd3f87bf70440014f07ddda7fbe03,presidente epitacio,671.5,671.5
f26d70155c2b6326fcfa1780c8c684e4,presidente getulio,202.89,202.89
0ffa40d54288e4f3499b8780dd0f144f,presidente prudente,2162.8,2162.8
2ee0a0689f2f6a72f35a7cb6033f6e7e,presidente prudente,272,2434.8
4559697a8f7e637227c2eeaed843baff,presidente prudente,3696,6130.8
5996cddab893a4652a15592fb58ab8db,presidente prudente,810,6940.8
5b85809efd0d0e4dea1a9544e1280ed9,presidente prudente,1804.6,8745.4
6c7d50c24b3ccd2fd83b44d8bb34e073,presidente prudente,8699.34,17444.74
81f89e42267213cb94da7ddc301651da,presidente prudente,3955,21399.74
8a432f4e5b471f8da497d7dc517666e2,presidente prudente,7555,28954.74
a67780aba9dd436e7ac0aa1f889e73ec,presidente prudente,863,29817.74
c4d51195486dc781531876a7d00453d8,presidente prudente,11468.98,41286.72
fa74b2f3287d296e9fbd2cc80f2d1cf1,presidente prudente,2459.89,43746.61
fe1b067411b8c5066e962aa146ccee03,presidente prudente,847.78,44594.39
056b4ada5bbc2c50cc7842547dda6b51,queimados,12333.39,12333.39
1d0997ff06b524ce9289ffd75114ecd3,recife,3747,3747
40db9e9aa57f7bb151bcda6b0f9bdbb7,recife,23168,26915
78744a20ee2f80ba64f6804c25def2b8,recife,2715,29630
de722cd6dad950a92b7d4f82673f8833,recife,55426.1,85056.1
eb9267cccc90f1b49c8d2f9887c7dd97,recife,319.9,85376
2199e7fe213c16213bf5d6a7eadc9a5d,registro,4078.29,4078.29
c66dccfb3f109511246da627dd5a2498,registro,12708.55,16786.84
455befea1bb853c75ccbca94cff26e5c,resende,19.99,19.99
028872bfa080090a9d0abd4f1af168f8,ribeirao das neves,70.5,70.5
d66c305afaec317ebee552073a674429,ribeirao das neves,4886.46,4956.96
039b29ff3b3473435d0cd59040575de9,ribeirao pires,114.9,114.9
08633c14ef2db992c11f840f04fad4cd,ribeirao pires,7644.3,7759.2
179d859f51292aac5c10806a356f7af9,ribeirao pires,404.47,8163.67
411f3b52d857390502ee4e4d5ceabc2d,ribeirao pires,1804.01,9967.68
43402bdf22aa2310e8f99e2f94f78628,ribeirao pires,649.95,10617.630000000001
751bdc4d83a466c7206cd42e8f426b03,ribeirao pires,6648.93,17266.56
0761743cbffb25d7148189e9f1a5f03a,ribeirao preto,241.2,241.2
094ced053e257ae8cae57205592d6712,ribeirao preto,1519.2,1760.4
0d4c8269e7f0401201794deef160edd6,ribeirao preto,792.64,2553.04
11bfa66332777660bd0640ee84d47006,ribeirao preto,3925.87,6478.91
11d4c477d09821164bca4f70a2eae031,ribeirao preto,83.04,6561.95
165b1235e9e9942cb5fae67103576fb0,ribeirao preto,2085.15,8647.1
218d46b86c1881d022bce9c68a7d4b15,ribeirao preto,55093.28,63740.38
28d162ab86bb49d719c32f0ee6186eaa,ribeirao preto,109.99,63850.369999999995
2cb98e27ce1c18abdb42209b34c382a7,ribeirao preto,62.49,63912.86
2d2c62bef4c8ba0dd74e0e228e808539,ribeirao preto,3749,67661.86
2f09f7d37a97956d11cc1a7cadd5262b,ribeirao preto,2005,69666.86
35857757f553273b1056c1cabdace7fb,ribeirao preto,454.6,70121.45999999999
431af27f296bc6519d890aa5a05fdb11,ribeirao preto,13109.5,83230.95999999999
4b1eaadf791bdbbad8c4a35b65236d52,ribeirao preto,1849.79,85080.75
4cc43a222a0f94910728b62b97a8c5f8,ribeirao preto,108.5,85189.25
4e5725ba188db8252977a4f0227bd462,ribeirao preto,1930.59,87119.84
57c764b4a836300be881e2ff86e449f9,ribeirao preto,1211,88330.84
5eeb9c756d9780b96283e5a2ac6da334,ribeirao preto,2471,90801.84
5ef131ac72773e5b3f6c0d63cf424657,ribeirao preto,575.79,91377.63
5f5a58930c3c35f3b5af264f34fb8c85,ribeirao preto,560,91937.63
6426d21aca402a131fc0a5d0960a3c90,ribeirao preto,1209.64,93147.27
670a9dda115b5a88b18cfadee8de2332,ribeirao preto,918.9,94066.17
76c47a299e4a8fe992316a85865acbe9,ribeirao preto,1024.46,95090.63
791cfcfe22fe4a771ece27f90017da92,ribeirao preto,596.26,95686.89
7d13fca15225358621be4086e1eb0964,ribeirao preto,113628.97,209315.86
83f2b4881141ce3fcd4e985125d3279e,ribeirao preto,60.7,209376.56
8629c241b3622ac12cd4118afdc8d394,ribeirao preto,1167.66,210544.22
897060da8b9a21f655304d50fd935913,ribeirao preto,23023.92,233568.13999999998
8f580d36c1e9d6fbce95283403c7d447,ribeirao preto,4813.25,238381.38999999998
9d69ba0a7a626a64dc5db08e529559cf,ribeirao preto,19.3,238400.69
9e17b9d64683aebcbb9ee362d06463b4,ribeirao preto,98.7,238499.38999999998
a36b125ac6d5fdbc7f50de85c9157bdc,ribeirao preto,1843.64,240343.03
abc015ebac1d283a323ca9db35ede4b9,ribeirao preto,1106.8,241449.83
ac51cac5e20d69ff485a54746488ef48,ribeirao preto,759.9,242209.73
b17b679f4f5ce2e03ce6968c62648246,ribeirao preto,4084.75,246294.48
b29d3380981c51df13fc6fbe87e1763d,ribeirao preto,435.3,246729.78
b3e2faf2c1004d674f16a3aa3197f0e1,ribeirao preto,61.47,246791.25
b5dd7151a92ccaaa282cbe9681a05f44,ribeirao preto,85,246876.25
bd15ee794d5e640d9dd71b665b2ab15b,ribeirao preto,374.8,247251.05
be1e9e378700cecaa4ebf71433d7915c,ribeirao preto,119.89,247370.94
bf961104a38e01b9062ee026bb657dee,ribeirao preto,585.56,247956.5
c0098efcf800861dcae589affca31408,ribeirao preto,1189.28,249145.78
c32fc744b9160ac853450488e3cfea93,ribeirao preto,185.7,249331.48
cd68562d3f44870c08922d380acae552,ribeirao preto,18569.7,267901.18
ce4755084bc097113867e6454f8f5e52,ribeirao preto,18.9,267920.08
ebe3dabc4955c9b0d695e7bda38bf5c3,ribeirao preto,55,267975.08
ebef8d8c92b4fd3226e5d407bbff21ac,ribeirao preto,253.7,268228.78
ede0c03645598cdfc63ca8237acbe73d,ribeirao preto,2518.37,270747.15
f3862c2188522d89860c38a3ea8b550d,ribeirao preto,15.5,270762.65
f8e2c1b59cd4225a3e4fd0d013a76b93,ribeirao preto,219.8,270982.45
fcdd820084f17e9982427971e4e9d47f,ribeirao preto,4783.99,275766.44
fec6912baad85d41729669edd6b4d3b8,ribeirao preto,210,275976.44
01fd077212124329bac32490e8ef80d9,ribeirao preto / sao paulo,1208,1208
6601ee6383e7f452be71929f8de48bbb,ribeirao pretp,153.6,153.6
17e34d8224d27a541263c4c64b11a56b,riberao preto,56363.24,56363.24
6750d71153f00fc58829af2a8ef1bcf1,rio bonito,3514,3514
7ad41305e96a6cab8294cd65891e9a86,rio bonito,180,3694
4be2e7f96b4fd749d52dff41f80e39dd,rio branco,267,267
101921376b577a4540dc30e9009133ca,rio claro,373,373
101a3a003516bc11253298b2fad3cb65,rio claro,450,823
58c851d1a3c7cd3da329eb59453fed44,rio claro,268.99,1091.99
6e1862e15f33d9994bc25922a85e1efc,rio claro,732.49,1824.48
730937bf88cb151eb2eb849f642fc213,rio claro,2821.2,4645.68
79ed755314cfe6df0daef2c6cd3022cd,rio claro,3907.5,8553.18
7f40d06aa0b5f1aa4f41af8c0480e2ef,rio claro,1309.94,9863.119999999999
8ccf3cf69651cc1d8a02c8bfaf3b8568,rio claro,250,10113.119999999999
980640c45d7a4635885491d077167e4d,rio claro,1004.29,11117.41
cb32766839f443db85c82a43c4a6c19e,rio claro,234,11351.41
e64d65bc8dbec2accda90c58de5d1246,rio claro,1678.8,13030.21
eb72802c83dc7547529c9546d1a9b8ef,rio claro,1063.92,14094.13
72431a818f97fe6ab9c81eee3e297e54,rio das pedras,229.9,229.9
02a2272692e13558373c66db98f05e2e,rio de janeiro,54.98,54.98
058cb5aeb36d7c0fcae20fc85d5e0a59,rio de janeiro,1328,1382.98
0ad80de75c811326389cfb1daba7d45e,rio de janeiro,1449.4,2832.38
0bfd0b434243adc5c2e1aa6baf19c6aa,rio de janeiro,371.2,3203.58
1099a00e0ee3a50935e6c2447ca090c5,rio de janeiro,849.7,4053.28
1352e06ae67b410cdae0b2a22361167b,rio de janeiro,696,4749.28
15aec03fe4cf30dfa574cf550f5ff5ff,rio de janeiro,28.9,4778.18
1d2732ef8321502ee8488e8bed1ab8cd,rio de janeiro,1148,5926.18
249f0e9905a6e06ad6c6bea7547ab9f6,rio de janeiro,347.95,6274.13
26f6b7ab07be3e9e69ce82a6552efc19,rio de janeiro,54.8,6328.93
2aa3443d7bf9d9bb11133f420d75e083,rio de janeiro,647,6975.93
32e5635e63cb374eb63afdd242fb6134,rio de janeiro,910,7885.93
33ab10be054370c254ddfcf0a6253422,rio de janeiro,213.2,8099.13
373ee4a3a775a733770ca3f790b8b9ac,rio de janeiro,2141.49,10240.619999999999
382229d1e840115ffe3dbf5ff460e417,rio de janeiro,4096.96,14337.58
392f7f2c797e4dc077e4311bde2ab8ce,rio de janeiro,52,14389.58
3d5d0dc7073a299e31fa718ce1bc00b6,rio de janeiro,790.7,15180.28
3e8bd881d92466e63ba9e3e809cd3c50,rio de janeiro,2242.28,17422.56
3f9c56764fabca627406093dcb3ef0b4,rio de janeiro,909.3,18331.86
4003520d80d0bad1d5623f7aa3c63cda,rio de janeiro,70,18401.86
4342d4b2ba6b161468c63a7e7cfce593,rio de janeiro,2867.1,21268.96
466222e777149751370e7e98fb623b0c,rio de janeiro,87.9,21356.86
46dc3b2cc0980fb8ec44634e21d2718e,rio de janeiro,128111.19,149468.05
512d298ac2a96d1931b6bd30aa21f61d,rio de janeiro,7401.94,156869.99
516e7738bd8f735ac19a010ee5450d8d,rio de janeiro,6643.09,163513.08000000002
535bf14f36346c7f59d87cece104d70c,rio de janeiro,50,163563.08000000002
537eb890efff034a88679788b647c564,rio de janeiro,4679.7,168242.78
54065e9aef7e9e9c2dc23b7594db021a,rio de janeiro,8003,176245.78
55dedd83e501d8248880557d9073cbfd,rio de janeiro,1055.3,177301.08000000002
579891617139df7d8671d373f0669622,rio de janeiro,280.3,177581.38
5a32c398a06c345440bf2a683b017ad3,rio de janeiro,79.8,177661.18
5b35136197710e16ac5e7b7c2bd4ea85,rio de janeiro,3104.2,180765.38
615c3462099ffa940d37b17dfda19594,rio de janeiro,229,180994.38
634964b17796e64304cadf1ad3050fb7,rio de janeiro,39465.1,220459.48
68f86ba270525243e68ae74044f992b9,rio de janeiro,876.5,221335.98
698f5fa55a5f73d0740e9d9a773e8093,rio de janeiro,120,221455.98
6b3bd31ad8fcda4b2635ec9f3ff2ecdf,rio de janeiro,4198.9,225654.88
6d04126aba80df143fd038e711b8fd96,rio de janeiro,89.99,225744.87
6e0908ef4d4efadbc3cc2b74ea477cb0,rio de janeiro,589.45,226334.32
6ebf4eceee4dd9847201c82e77ef8123,rio de janeiro,59.9,226394.22
6f229cc508fc6915ed5c499efd93baa4,rio de janeiro,2654.8,229049.02
70c27847eca8195c983ed7e798c56743,rio de janeiro,12077.52,241126.54
7586919161935337bf6b6d7ff5779648,rio de janeiro,1664.71,242791.25
7901646fdd36a55f564ffaf2dbccaaf7,rio de janeiro,11857.08,254648.33
79b93a308a97792cf53ac75f46da00b5,rio de janeiro,99.9,254748.23
7a425d299613df3e613bcf9d2eaf5c49,rio de janeiro,1218.8,255967.03
7fe21dd00d2f4943ae09525efa2fd674,rio de janeiro,299.6,256266.63
83b08de96980757220871b31bf6cffca,rio de janeiro,1304.17,257570.8
845e8036c3f7bf62099352f5ed910240,rio de janeiro,1584.6,259155.4
863d2ebcd347ce4922de7a0f9a5581d6,rio de janeiro,1382.36,260537.76
8def3db7f272735afb2ecd03aeca09a7,rio de janeiro,196,260733.76
9200e6ce317b67196b6b0bad4d4bd567,rio de janeiro,36.9,260770.66
9449f25aeaf531019b76999ea49a6949,rio de janeiro,2046.45,262817.11
95e03ca3d4146e4011985981aeb959b9,rio de janeiro,11009.96,273827.07
961dff0a659b4561334372337dd897d9,rio de janeiro,9946,283773.07
97e4a63591ca439a2b8b7efd20e6e19e,rio de janeiro,349.95,284123.02
9b1585752613ec342d03bbab9997ec48,rio de janeiro,4248.98,288372
9c4d31c7e46ab03a43fc06e3142afd4e,rio de janeiro,1218.9,289590.9
9f56a7a649097b166d8ed286ad86a15c,rio de janeiro,27.98,289618.88
a13580f0e8f782b7a543885a0ef99f08,rio de janeiro,1304.9,290923.78
a4bd6e9adf39b63f43dc545d3ca1f53d,rio de janeiro,1848.59,292772.37
a9b533a26e898b12e8b8d4c07279bf4d,rio de janeiro,119.6,292891.97
abe42c5d03695b4257b5c6cbf4e6784e,rio de janeiro,17159,310050.97
aded58c8142dedc5494a81f948431fab,rio de janeiro,289.5,310340.47
b026643914f651e8371425e5b8a1e780,rio de janeiro,27.9,310368.37
b74d1c09cb380e1d03a6f859c6f4224b,rio de janeiro,2221.6,312589.97
ba6b4a237f92479743cf0ca06b67a9ac,rio de janeiro,801.89,313391.86
bab0a8cd684e41ba6e2637dca0979d3b,rio de janeiro,269.9,313661.76
bb5d956dece964a06c12bceb66b923ae,rio de janeiro,1278.36,314940.12
bb7a14e229b1c95156719c3d9552eeee,rio de janeiro,3190.1,318130.22
bd4431c1a8dfa744b59e1e2a8bc99b9e,rio de janeiro,809.5,318939.72
bfd938b22bc99bce1ae60dc602889f52,rio de janeiro,922.8,319862.52
c026ef0d72e9132d9fa112308090c8dc,rio de janeiro,520,320382.52
c18309219e789960add0b2255ca4b091,rio de janeiro,9.9,320392.42
c240c4061717ac1806ae6ee72be3533b,rio de janeiro,59.9,320452.32
c26ba52cf8d2f34915f2f6b7ffa0a3f3,rio de janeiro,125.96,320578.27999999997
c398bc00a606d33758afd91f4e64fd15,rio de janeiro,150,320728.27999999997
c43d924a0f1688ee9fae0efcd6f539d4,rio de janeiro,29.9,320758.18
c716e0b86ed568878475b60fbb6323ad,rio de janeiro,35,320793.18
cd6efc47efaabf134f8bdb654e10b4f1,rio de janeiro,4158.55,324951.73
ce3ad9de960102d0677a81f5d0bb7b2d,rio de janeiro,158,325109.73
d05ae8f7a5bd1d2a690a44cd079e4e27,rio de janeiro,13436,338545.73
d1e2fe627180431ffda076abb303c56f,rio de janeiro,289,338834.73
d66c11a9572221d92fbb8c4897db5f9b,rio de janeiro,776.56,339611.29
db46ca7bce82b11f7e247539271fc390,rio de janeiro,933.97,340545.26
ddd51ae8cda92f3995a51fc0f0f3eec7,rio de janeiro,842.7,341387.96
de66a66f2dd06bb9ec37aa96987466a3,rio de janeiro,353.32,341741.28
e45edf75f568ed2f93f78d060e246e25,rio de janeiro,164.3,341905.58
e58a5b390e28abc0b216cfb0e07d27d7,rio de janeiro,1022.6,342928.18
ec5c1d94df153d473b37f880977ae58e,rio de janeiro,199.67,343127.85
ef2fbc2b607d8492bcffe657a4645434,rio de janeiro,970.8,344098.65
f1b854361f4e15d5851b494df66f22b2,rio de janeiro,1168.8,345267.45
f5fea3ffed6c2e889bab72705557c63a,rio de janeiro,1059.9,346327.35
f84a00e60c73a49e7e851c9bdca3a5bb,rio de janeiro,5949.94,352277.29
fad44952713764836814be105382aee5,rio de janeiro,5129,357406.29
fb3cfbc8a86f5d7fbb4d36b8df63f60d,rio de janeiro,1007.3,358413.59
d79e8478eed9999493990b44955fb22e,rio de janeiro / rio de janeiro,721.89,721.89
cf1313c6e2c01c2f4b014f97db4bcd2b,rio de janeiro \rio de janeiro,315.7,315.7
f9eedec3129e8cc6b6429c42d0808c5b,"rio de janeiro, rio de janeiro, brasil",789.8,789.8
519a7aa428f18d125a283cf8c014fdd6,rio do oeste,79.7,79.7
1b65c144b17e607c0f37f10bb7dfec8d,rio do sul,1109.5,1109.5
669ae81880e08f269a64487cfb287169,rio do sul,13248.87,14358.37
b586cd24c010a13916af621b0325fbba,rio do sul,1108.94,15467.310000000001
f5f46307a4d15880ca14fab4ad9dfc9b,rio do sul,1422.94,16890.25
51e4e89242cbb846c2deff3dc015650e,rio grande,822.58,822.58
186cdd1b2df32caa72cfb410bba768d3,rio negrinho,1341.45,1341.45
9803a40e82e45418ab7fb84091af5231,rio verde,4278.75,4278.75
24a6daf925d9d591870a66660416de31,robeirao preto,60,60
052577151711aec5c744fe12e66db3e1,rodeio,2748,2748
9198786624eaeb375793215cad26cfa6,rodeio,908.3,3656.3
710e3548e02bc1d2831dfc4f1b5b14d4,rolandia,23979.11,23979.11
e2aee0892199b1d92530e371abd825bf,rolandia,5662.57,29641.68
e9874ae10b2d60d43917b6bbfa13a599,rolandia,199,29840.68
3985a3c45be355a4c57fde108bfabd1c,rolante,344.2,344.2
4fae87d32467e18eb46e4a76a0a0b9ce,ronda alta,100.9,100.9
701938c450705b8ae65fc923b70f35c7,s jose do rio preto,11983.28,11983.28
2cb6eb1b7185064167657fa09f541105,sabara,1217.9,1217.9
213b25e6f54661939f11710a6fddb871,salto,15379.5,15379.5
2ff97219cb8622eaf3cd89b7d9c09824,salto,4476.9,19856.4
3492e68f37fd1df87f4f2f2ea247f445,salto,787.86,20644.26
5a9b3bcab695173c820e53934574ae80,salto,139,20783.26
62760d278921b5f352461620d68a9cee,salto,397,21180.26
900ba814c251a692506d7834c1218441,salto,29099.69,50279.95
c31eff8334d6b3047ed34bebd4d62c36,salto,13191.5,63471.45
d6b1ce66b035a475f00c017792ff9769,salto,12277.4,75748.84999999999
f8db351d8c4c4c22c6835c19a46f01b0,salto,50525.6,126274.45
398cb257329ef7af7f1943a8974a3cbc,salvador,145.9,145.9
75d34ebb1bd0bd7dde40dd507b8169c3,salvador,15048.28,15194.18
a3dd39f583bc80bd8c5901c95878921e,salvador,4607.81,19801.99
b00af24704019bd2e1b335e70ad11f7c,salvador,189,19990.99
eb4a59a06b3948e851a7d7a830bcbc42,salvador,64,20054.99
f3055483058c84d75ca2a3314fb4deef,salvador,67.5,20122.49
fc59392d66ef99377e50356ee4f3b4e1,salvador,519.99,20642.48
ca4b77513ac2040591b0d8fae6958380,sando andre,1772.45,1772.45
e8dba4d70f7f2b20e775d09cae01142d,santa barbara d oeste,855.91,855.91
13dd308f81fea30cc670c656b2b46cc3,santa barbara d'oeste,117.7,117.7
20f0aeea30bc3b8c4420be8ced4226c0,santa barbara d'oeste,14.9,132.6
30a2f535bb48308f991d0b9ad4a8c4bb,santa barbara d'oeste,4731.3,4863.900000000001
54a1852d1b8f10312c55e906355666ee,santa barbara d'oeste,17226.44,22090.34
26b482dccfa29bd2e40703ba45523702,santa barbara d´oeste,344.78,344.78
5dceca129747e92ff8ef7a997dc4f8ca,santa barbara d´oeste,112155.53,112500.31
ba8e85df286308fe68a2ce83a8f8b2d6,santa catarina,80.9,80.9
1fe61aa5494bd3ae92a2c13e067c810f,santa cecilia,537.76,537.76
78ef7e885d17f35e2382a47aae8b8cce,santa cruz do sul,388,388
29c322e3f09f886f8bacbe91dfbd979e,santa maria,48.98,48.98
2c2c9832d1bb38c5b0034a3b47d313ee,santa maria,49.9,98.88
6c6cc59a5c00cacc5054ca06d65cc282,santa maria,1107,1205.88
bd4ff04377f974574f7f0bf9d6ce7dde,santa maria da serra,164.96,164.96
10cdd491d1dbea8fb4ead97b19c334ce,santa rita do sapucai,208.9,208.9
20d53aad4fe5ee93a64f8839609d3586,santa rita do sapucai,51.9,260.8
5194c22ed1f616ec0c0f33c571542879,santa rita do sapucai,245.6,506.4
57df9869a600bd6b7c405f2a862eccfb,santa rita do sapucai,125,631.4
9dda5bbacd45e18d6485fee649205d09,santa rita do sapucai,1912.6,2544
cb8bcce248bb1fb274ba762d8b971456,santa rita do sapucai,9402.2,11946.2
44717f64ec2a457979cf83c429077666,santa rosa,107,107
57a834594e1e9e9219603bfec184eadc,santa rosa,139,246
acadd4d36859671cb635527c6c977533,santa rosa de viterbo,2381,2381
ad75519a07f039025e83795a4418470f,santa terezinha de goias,302.1,302.1
5e106d93b717c2682b9383da480364a1,santa terezinha de itaipu,445.9,445.9
83645b1645cdee8953ee54c29ceed564,santa terezinha de itaipu,978.9,1424.8
f08c008c8a8d31417763738a1788a2a8,santa terezinha de itaipu,1291.72,2716.52
0ee4fb99ac55ffbbc98795aa01b7f8fa,santana de parnaiba,59.9,59.9
1746c1ae87ac63d530c7c943d0ac42e2,santana de parnaiba,229.9,289.8
1ca7077d890b907f89be8c954a02686a,santana de parnaiba,13341.57,13631.369999999999
5d9dc90a686a8fddacffab6bab5653a3,santana de parnaiba,3761.94,17393.31
7238f877570096ae403c51898fa64566,santana de parnaiba,1200,18593.31
a21c11ec5c3f03e7cc9f9203bff9e1c6,santana de parnaiba,385,18978.31
c522be04e020c1e7b79f3acff36513d5,santana de parnaiba,739.93,19718.239999999998
cbbd5ae8f53de5f5097cd8217b529e24,santana de parnaiba,351.8,20070.04
f1ce5fdecd64935c28b9ff932751d0dc,santana de parnaiba,158,20228.04
0015a82c2db000af6aaaf3ae2ecb0532,santo andre,2685,2685
02ecc2a19303f05e59ce133fd923fff7,santo andre,5264.19,7949.19
058fd0aa2bfdb2274e05e1ae971dabb6,santo andre,7667.9,15617.09
0eaa7e33d73809f1f925f7d07c506cbd,santo andre,1552,17169.09
14d7985702e72162bbf13b6beb74ab2b,santo andre,3887,21056.09
2a61c271b1ac763450d846849783e922,santo andre,1516.76,22572.85
2e0dba2da448400b1c11d7b4b22f32a4,santo andre,235.87,22808.719999999998
334cab711dee080b079fa5779b584783,santo andre,1069.7,23878.42
397c4d0c005b6f41f90098ac724e28cb,santo andre,8177,32055.42
3b18f9856c6eb2413eafedb58e9eecd9,santo andre,315,32370.42
40d54b51e962dbe09cabbcfd33298dee,santo andre,6785.56,39155.98
41b14765bd56c8ad10971074380f9c0c,santo andre,395.5,39551.48
41b39e28db005d9731d9d485a83b4c38,santo andre,17112.55,56664.03
42ef3192a9ff87a22d1867b74b3ee205,santo andre,1354.09,58018.119999999995
4bcec44888b30ba9001234c534716d3f,santo andre,146,58164.119999999995
50770d25768b0486d89be26afca3108f,santo andre,171.77,58335.89
5343d0649eca2a983820bfe93fc4d17e,santo andre,10000.64,68336.53
6288c69c4ce638e59925e59193f98b16,santo andre,4506.28,72842.81
656591be56071d4c9ef4e5fee78a578a,santo andre,1702,74544.81
693660429f9dc4ff704eb3d88dad54d7,santo andre,124,74668.81
741f8c587cb4248ebc5b779a0e8e0e51,santo andre,89.95,74758.76
8759e7aedd644f487315e5860962f162,santo andre,627,75385.76
8fbd63429be6d3e5e6d1a709b6464802,santo andre,1061.4,76447.16
9485a23c0430ba1d58d359391606fce6,santo andre,1129.9,77577.06
a9ae440659f48b7849df83e82734150b,santo andre,285,77862.06
aae3bfea055532c57fb453ed3ec80b30,santo andre,3057.92,80919.98
aeb36d67f1414f234d42a29e27cf1f17,santo andre,3263.8,84183.78
b6d44737c043328708f6749c2dbe50bd,santo andre,5369.6,89553.38
bbd3acfe6de99892e73940d3fdceaf68,santo andre,69,89622.38
bc47d5d1490df2b36add65d733eafaba,santo andre,1004.8,90627.18
