product_category_name_english,customer_city,deal_per_location_category
toys,alto rio doce,4
auto,altinopolis,4
health_beauty,altaneira,4
telephony,alcobaca,4
perfumery,aiuruoca,4
garden_tools,acu,4
bed_bath_table,xique-xique,3
health_beauty,xambioa,3
telephony,witmarsum,3
furniture_decor,wenceslau braz,3
computers_accessories,vitorino freire,3
health_beauty,vista alegre do alto,3
bed_bath_table,visconde de maua,3
housewares,virgem da lapa,3
home_confort,vila nelita,3
electronics,vila langaro,3
computers_accessories,vila flores,3
stationery,vigia,3
sports_leisure,verissimo,3
auto,vere,3
cool_stuff,vera cruz do oeste,3
stationery,ventania,3
sports_leisure,varzelandia,3
sports_leisure,vargem alegre,3
telephony,valentim gentil,3
perfumery,vale real,3
computers_accessories,urutai,3
bed_bath_table,urupa,3
bed_bath_table,uruoca,3
health_beauty,urandi,3
watches_gifts,urai,3
bed_bath_table,uniao de minas,3
telephony,umbauba,3
baby,uchoa,3
construction_tools_construction,ubata,3
sports_leisure,tuparetama,3
toys,tupandi,3
furniture_decor,tucunduva,3
housewares,tres arroios,3
stationery,trairi,3
furniture_decor,toropi,3
bed_bath_table,tomazina,3
stationery,tiros,3
baby,timburi,3
computers_accessories,timbe do sul,3
perfumery,terra nova do norte,3
sports_leisure,teofilandia,3
bed_bath_table,tenente portela,3
toys,tejupa,3
furniture_decor,taquarivai,3
baby,tanque novo,3
auto,tamarana,3
bed_bath_table,tabuleiro,3
computers_accessories,tabocas do brejo velho,3
toys,sume,3
sports_leisure,sucesso,3
fashion_bags_accessories,silvianopolis,3
telephony,serrolandia,3
auto,serranopolis,3
small_appliances,senador guiomard,3
furniture_decor,senador amaral,3
health_beauty,satubinha,3
watches_gifts,sapeacu,3
telephony,sao vicente ferrer,3
perfumery,sao valentim,3
telephony,sao tome,3
,sao sebastiao do maranhao,3
computers_accessories,sao pedro do ivai,3
watches_gifts,sao pedro da uniao,3
small_appliances,sao paulo das missoes,3
telephony,sao miguel do tapuio,3
baby,sao martinho,3
watches_gifts,sao luis do paraitinga,3
electronics,sao jose do turvo,3
toys,sao jose do cerrito,3
bed_bath_table,sao jose do barreiro,3
watches_gifts,sao jose de uba,3
furniture_decor,sao jose de mipibu,3
furniture_decor,sao joao do triunfo,3
watches_gifts,sao joao do manteninha,3
toys,sao joao de iracema,3
bed_bath_table,sao joao da mata,3
bed_bath_table,sao joao d'alianca,3
auto,sao joao batista do gloria,3
telephony,sao goncalo do rio preto,3
auto,sao francisco do conde,3
home_appliances,sao bernardo,3
market_place,santo antonio do sudoeste,3
computers_accessories,santo antonio do itambe,3
sports_leisure,santo antonio da alegria,3
computers_accessories,santana dos montes,3
sports_leisure,santana do serido,3
food_drink,santana do manhuacu,3
watches_gifts,santana do cariri,3
sports_leisure,santaluz,3
bed_bath_table,santa terezinha de itaipu,3
electronics,santa tereza do oeste,3
sports_leisure,santa rosa de lima,3
health_beauty,santa rita de minas,3
toys,santa rita d'oeste,3
baby,santa monica,3
computers_accessories,santa mercedes,3
furniture_decor,santa margarida,3
electronics,santa isabel do ivai,3
luggage_accessories,santa helena de minas,3
sports_leisure,santa cruz de goias,3
cool_stuff,santa clara do sul,3
perfumery,sangao,3
cool_stuff,sabino,3
health_beauty,rubim,3
health_beauty,rondon,3
auto,rodelas,3
electronics,rodeiro,3
health_beauty,rodeio bonito,3
auto,riqueza,3
office_furniture,riolandia,3
health_beauty,rio maria,3
telephony,rio fortuna,3
telephony,rio do oeste,3
furniture_decor,rio do antonio,3
telephony,rio de contas,3
electronics,rinopolis,3
costruction_tools_garden,ribeirao vermelho,3
health_beauty,ribeira,3
bed_bath_table,riacho dos machados,3
bed_bath_table,restinga seca,3
computers_accessories,resende costa,3
perfumery,reriutaba,3
pet_shop,reginopolis,3
housewares,redentora,3
cool_stuff,recreio,3
garden_tools,quixere,3
housewares,quinta do sol,3
home_appliances,quadra,3
bed_bath_table,prudente de morais,3
sports_leisure,presidente medici,3
toys,prados,3
perfumery,pouso redondo,3
computers_accessories,pouso alto,3
,pote,3
bed_bath_table,portalegre,3
sports_leisure,ponte serrada,3
health_beauty,poloni,3
telephony,pocrane,3
bed_bath_table,pitanga,3
cool_stuff,pirauba,3
christmas_supplies,pindobacu,3
sports_leisure,pindare mirim,3
sports_leisure,piedade dos gerais,3
telephony,piata,3
computers_accessories,pereiro,3
computers_accessories,pedro osorio,3
bed_bath_table,pedro afonso,3
auto,pedra branca,3
home_construction,pedra bela,3
sports_leisure,pedra,3
telephony,patu,3
sports_leisure,paranatinga,3
sports_leisure,paranaiguara,3
fashion_shoes,paranacity,3
housewares,paraiso do norte,3
housewares,parai,3
electronics,pantano grande,3
watches_gifts,palmeiras de goias,3
office_furniture,pacuja,3
furniture_decor,ouvidor,3
home_appliances,ouro verde,3
computers_accessories,oscar bressane,3
baby,oroco,3
watches_gifts,olindina,3
health_beauty,olho d'agua das flores,3
cool_stuff,nuporanga,3
market_place,novo sao joaquim,3
telephony,novo oriente,3
health_beauty,nova soure,3
,nova erechim,3
food,nova cruz,3
sports_leisure,neves paulista,3
computers_accessories,nazare,3
fashion_bags_accessories,motuca,3
luggage_accessories,moreira sales,3
food,monte verde,3
bed_bath_table,monte carlo,3
computers_accessories,monte alegre,3
health_beauty,monsenhor tabosa,3
home_appliances,mondai,3
toys,mombuca,3
stationery,mirante do paranapanema,3
garden_tools,miranorte,3
consoles_games,mirandiba,3
fashion_bags_accessories,mineiros do tiete,3
stationery,milha,3
housewares,mercedes,3
luggage_accessories,meleiro,3
housewares,maximiliano de almeida,3
sports_leisure,mato leitao,3
health_beauty,mata grande,3
fashion_underwear_beach,maria da fe,3
auto,mari,3
computers_accessories,maranguape,3
toys,manoel viana,3
bed_bath_table,manga,3
sports_leisure,manduri,3
perfumery,major vieira,3
watches_gifts,mairi,3
fashion_bags_accessories,maioba,3
construction_tools_construction,madre de deus de minas,3
telephony,machadinho d'oeste,3
electronics,luzilandia,3
housewares,lupercio,3
bed_bath_table,luminarias,3
telephony,luiziania,3
small_appliances,luisburgo,3
consoles_games,lontras,3
computers_accessories,lobato,3
cool_stuff,limeira do oeste,3
computers_accessories,liberdade,3
electronics,lavras do sul,3
electronics,laranjal do jari,3
watches_gifts,lajinha,3
small_appliances,lagoinha,3
health_beauty,lagoa dos gatos,3
telephony,juvenilia,3
auto,juruena,3
watches_gifts,jundiai do sul,3
cool_stuff,julio mesquita,3
electronics,jose de freitas,3
bed_bath_table,jose boiteux,3
fashion_bags_accessories,joao ramalho,3
perfumery,joao alfredo,3
bed_bath_table,jardim do serido,3
telephony,jaqueira,3
bed_bath_table,jaguari,3
bed_bath_table,jaciara,3
electronics,jaborandi,3
construction_tools_construction,ivate,3
computers_accessories,itueta,3
baby,itirucu,3
perfumery,itapora,3
luggage_accessories,itapitanga,3
watches_gifts,itapissuma,3
computers_accessories,itapetim,3
perfumery,itaoca,3
garden_tools,itambaraca,3
consoles_games,itamari,3
fashion_underwear_beach,itaja,3
toys,itacarambi,3
garden_tools,itabaianinha,3
housewares,ita,3
computers_accessories,ipiacu,3
cool_stuff,inubia paulista,3
auto,inimutaba,3
sports_leisure,indiapora,3
computers_accessories,indiana,3
stationery,imigrante,3
auto,imaculada,3
watches_gifts,ilopolis,3
sports_leisure,ilha comprida,3
bed_bath_table,iguaracu,3
sports_leisure,ibimirim,3
books_general_interest,ibicoara,3
electronics,ibiapina,3
telephony,ibiai,3
food_drink,iati,3
garden_tools,herculandia,3
auto,guaraciaba,3
auto,guapiara,3
fashion_bags_accessories,guajara-mirim,3
home_confort,grao para,3
bed_bath_table,grao mogol,3
office_furniture,governador celso ramos,3
health_beauty,goianesia do para,3
housewares,gaucha do norte,3
computers_accessories,gastao vidigal,3
sports_leisure,garrafao do norte,3
home_appliances_2,gameleiras,3
computers_accessories,fronteiras,3
cool_stuff,francisco sa,3
housewares,fortuna,3
fashion_bags_accessories,formoso,3
perfumery,florestal,3
fashion_underwear_beach,estrela do norte,3
perfumery,estreito,3
fashion_bags_accessories,espirito santo do turvo,3
baby,esperantinopolis,3
auto,entre rios do oeste,3
health_beauty,echapora,3
watches_gifts,dormentes,3
computers_accessories,dom aquino,3
construction_tools_construction,dois irmaos do buriti,3
garden_tools,diogo de vasconcelos,3
,descoberto,3
furniture_decor,david canabarro,3
computers_accessories,cururupu,3
telephony,curuca,3
computers_accessories,curaca,3
telephony,cuite,3
small_appliances,cruz machado,3
health_beauty,cristalia,3
computers_accessories,cristalandia,3
office_furniture,cristal,3
health_beauty,coruripe,3
housewares,correntina,3
bed_bath_table,coronel joao sa,3
perfumery,coremas,3
watches_gifts,corbelia,3
telephony,coracao de jesus,3
watches_gifts,concordia do para,3
computers_accessories,conceicao do tocantins,3
furniture_decor,conceicao do para,3
home_appliances,conceicao do jacuipe,3
health_beauty,conceicao das alagoas,3
toys,conceicao da feira,3
bed_bath_table,conceicao da barra,3
bed_bath_table,coluna,3
office_furniture,colorado do oeste,3
auto,colonia leopoldina,3
cool_stuff,colniza,3
home_appliances,colinas do tocantins,3
health_beauty,coelho neto,3
cool_stuff,chapadao do lageado,3
computers,cedro de sao joao,3
office_furniture,catu de abrantes,3
cool_stuff,catarina,3
baby,castanheira,3
garden_tools,carvalhopolis,3
health_beauty,carrancas,3
bed_bath_table,carneirinho,3
telephony,carmo de minas,3
toys,carlos chagas,3
perfumery,cariri do tocantins,3
sports_leisure,carire,3
electronics,careacu,3
bed_bath_table,caravelas,3
housewares,caraubas,3
bed_bath_table,capitao poco,3
office_furniture,capela do alto,3
perfumery,candido sales,3
watches_gifts,camutanga,3
perfumery,campos borges,3
electronics,campo novo,3
stationery,campinapolis,3
home_appliances_2,campina da lagoa,3
computers_accessories,campestre,3
telephony,camocim de sao felix,3
baby,cambira,3
computers_accessories,caldeirao grande,3
electronics,caibi,3
telephony,caibate,3
furniture_decor,caiana,3
housewares,cafeara,3
watches_gifts,cachoeira dourada,3
computers_accessories,cachoeira de pajeu,3
bed_bath_table,cachoeira da prata,3
health_beauty,cabo verde,3
telephony,cabeceira grande,3
,buriti,3
home_appliances,breu branco,3
computers_accessories,brasileia,3
musical_instruments,brasil novo,3
cool_stuff,borrazopolis,3
bed_bath_table,boninal,3
fashion_bags_accessories,bom jesus do tocantins,3
health_beauty,bom jesus das selvas,3
garden_tools,boa viagem,3
sports_leisure,bento de abreu,3
bed_bath_table,belo vale,3
cool_stuff,belo campo,3
bed_bath_table,bela vista do paraiso,3
telephony,bela vista,3
watches_gifts,beberibe,3
watches_gifts,baturite,3
stationery,batalha,3
health_beauty,barro alto,3
telephony,barras,3
health_beauty,barracao,3
watches_gifts,barra dos coqueiros,3
fashion_bags_accessories,barra do tarrachil,3
cool_stuff,barra do mendes,3
health_beauty,barra do choca,3
watches_gifts,bandeira,3
toys,balneario rincao,3
sports_leisure,balneario gaivota,3
electronics,bacuri,3
consoles_games,azurita,3
watches_gifts,augusto correa,3
cool_stuff,arrozal,3
bed_bath_table,arenapolis,3
garden_tools,arembepe,3
watches_gifts,areiopolis,3
home_appliances_2,areia branca dos assis,3
watches_gifts,areia branca,3
air_conditioning,aragarcas,3
perfumery,apodi,3
cool_stuff,antonio prado de minas,3
home_appliances,antonio carlos,3
health_beauty,anta,3
books_general_interest,americano do brasil,3
telephony,amelia rodrigues,3
auto,amapora,3
health_beauty,alvorada do norte,3
housewares,alvares florence,3
bed_bath_table,altonia,3
food,alto taquari,3
home_construction,alto santo,3
garden_tools,alto jequitiba,3
telephony,alto horizonte,3
dvds_blu_ray,alto alegre do iguacu,3
sports_leisure,alto alegre,3
baby,alterosa,3
computers_accessories,alta floresta d'oeste,3
health_beauty,alianca do tocantins,3
health_beauty,alfredo vasconcelos,3
sports_leisure,alambari,3
,aguas de santa barbara,3
telephony,abatia,3
books_general_interest,abadia dos dourados,3
computers_accessories,zortea,2
auto,zacarias,2
computers_accessories,xavantina,2
sports_leisure,xapuri,2
pet_shop,xambre,2
,werneck,2
stationery,wanderley,2
telephony,vitoria do mearim,2
furniture_decor,vitoria das missoes,2
cool_stuff,virgolandia,2
housewares,vila nova,2
health_beauty,victor graeff,2
fashion_shoes,vicentinopolis,2
telephony,vicencia,2
electronics,vereda,2
watches_gifts,venturosa,2
housewares,varzea alegre,2
perfumery,varjao de minas,2
auto,vargem grande do rio pardo,2
telephony,vargem,2
home_appliances,urucurituba,2
home_construction,urucuca,2
fashion_bags_accessories,uirauna,2
toys,tutoia,2
health_beauty,turvolandia,2
sports_leisure,turvania,2
bed_bath_table,tuparendi,2
bed_bath_table,tunas do parana,2
bed_bath_table,tres irmaos,2
sports_leisure,tracunhaem,2
sports_leisure,tomar do geru,2
fashion_bags_accessories,tocos,2
telephony,tobias barreto,2
baby,taquaracu de minas,2
art,tapiramuta,2
furniture_decor,tapirai,2
telephony,tanque d'arca,2
luggage_accessories,taciba,2
cool_stuff,tacaratu,2
auto,tabapora,2
bed_bath_table,sucupira do norte,2
telephony,sonora,2
watches_gifts,solonopole,2
bed_bath_table,solanea,2
computers_accessories,sitio novo,2
housewares,sitio do quinto,2
computers_accessories,sinimbu,2
consoles_games,simolandia,2
garden_tools,silveira martins,2
telephony,serro,2
watches_gifts,serrita,2
perfumery,serranopolis do iguacu,2
construction_tools_safety,serrania,2
housewares,serra dourada,2
computers_accessories,serra de sao bento,2
garden_tools,serra azul de minas,2
construction_tools_construction,seringueiras,2
construction_tools_lights,sericita,2
furniture_decor,senador modestino goncalves,2
computers_accessories,senador firmino,2
bed_bath_table,senador cortes,2
telephony,segredo,2
construction_tools_construction,seberi,2
toys,saude,2
health_beauty,satuba,2
bed_bath_table,sarapui,2
furniture_decor,sapopema,2
,sape,2
telephony,sao vendelino,2
housewares,sao thome das letras,2
auto,sao sebastiao do rio verde,2
bed_bath_table,sao sebastiao da boa vista,2
small_appliances,sao roque de minas,2
housewares,sao pedro do turvo,2
housewares,sao pedro de alcantara,2
fashion_bags_accessories,sao paulo do potengi,2
cool_stuff,sao miguel do gostoso,2
furniture_decor,sao miguel do anta,2
health_beauty,sao luis do quitunde,2
health_beauty,sao luis do curu,2
home_construction,sao jose dos quatro marcos,2
bed_bath_table,sao jose do rio claro,2
garden_tools,sao jose do hortencio,2
garden_tools,sao jose do goiabal,2
watches_gifts,sao jose do divino,2
bed_bath_table,sao jose do belmonte,2
baby,sao jose da vitoria,2
watches_gifts,sao jose da laje,2
furniture_decor,sao jose da coroa grande,2
health_beauty,sao jorge do patrocinio,2
air_conditioning,sao jorge do ivai,2
baby,sao joao do sul,2
auto,sao joao do oriente,2
sports_leisure,sao joao do manhuacu,2
watches_gifts,sao joao do ivai,2
baby,sao joao de pirabas,2
party_supplies,sao joao das missoes,2
furniture_decor,sao goncalo do abaete,2
furniture_decor,sao geraldo da piedade,2
cool_stuff,sao francisco do guapore,2
toys,sao francisco de assis,2
sports_leisure,sao felix do coribe,2
health_beauty,sao felix do araguaia,2
bed_bath_table,sao felipe,2
garden_tools,sao domingos do maranhao,2
stationery,sao domingos das dores,2
baby,sao bras do suacui,2
sports_leisure,santo eduardo,2
furniture_decor,santo antonio do pinhal,2
health_beauty,santo antonio do palma,2
sports_leisure,santo antonio do grama,2
auto,santo antonio do caiua,2
telephony,santo antonio,2
garden_tools,santana da boa vista,2
home_confort,santa terezinha,2
housewares,santa teresinha,2
garden_tools,santa rita do ibitipoca,2
health_beauty,santa maria do suacui,2
electronics,santa maria do para,2
electronics,santa maria da serra,2
watches_gifts,santa maria da boa vista,2
cool_stuff,santa izabel do oeste,2
housewares,santa ernestina,2
watches_gifts,santa cruz do prata,2
housewares,santa cruz de salinas,2
health_beauty,santa barbara do sul,2
bed_bath_table,salto do ceu,2
bed_bath_table,salto da divisa,2
housewares,salmourao,2
toys,rubiacea,2
cool_stuff,roncador,2
cool_stuff,romaria,2
health_beauty,rodolfo fernandes,2
garden_tools,roca sales,2
health_beauty,rio tinto,2
bed_bath_table,rio formoso,2
drinks,rio doce,2
computers_accessories,rio das antas,2
cool_stuff,rifaina,2
cool_stuff,ribeiraozinho,2
bed_bath_table,ribeirao branco,2
housewares,riacho das almas,2
computers_accessories,riachinho,2
telephony,riachao das neves,2
furniture_decor,reserva do cabacal,2
bed_bath_table,redencao do gurgueia,2
watches_gifts,rechan,2
baby,rancho queimado,2
fashion_bags_accessories,quixelo,2
sports_leisure,quitandinha,2
auto,quijingue,2
computers_accessories,quevedos,2
stationery,queluz,2
consoles_games,putinga,2
bed_bath_table,protasio alves,2
housewares,princesa isabel,2
fixed_telephony,presidente kubitschek,2
auto,presidente kennedy,2
christmas_supplies,presidente alves,2
health_beauty,poxoreu,2
sports_leisure,potim,2
toys,potengi,2
health_beauty,porto trombetas,2
furniture_decor,porto franco,2
cool_stuff,porto firme,2
perfumery,porto esperidiao,2
housewares,porto calvo,2
toys,porto amazonas,2
sports_leisure,portelandia,2
bed_bath_table,porangaba,2
fashion_bags_accessories,populina,2
computers_accessories,ponto novo,2
electronics,ponto dos volantes,2
food,pontalinda,2
home_construction,pontalina,2
garden_tools,pocoes de paineiras,2
office_furniture,pocoes,2
sports_leisure,poco redondo,2
housewares,planura,2
pet_shop,planaltino,2
computers_accessories,planaltina de goias,2
sports_leisure,placas,2
fashion_bags_accessories,piripa,2
stationery,piracuruca,2
furniture_decor,pintadas,2
watches_gifts,pindorama do tocantins,2
housewares,pindorama,2
cool_stuff,pindoba,2
telephony,pindai,2
perfumery,pimenteiras,2
home_appliances,pimenta,2
telephony,picui,2
pet_shop,piau,2
stationery,piacabucu,2
cool_stuff,perpetuo socorro,2
housewares,perola d'oeste,2
health_beauty,perola,2
computers_accessories,peritiba,2
computers,periquito,2
perfumery,pentecoste,2
telephony,pendencias,2
construction_tools_safety,penaforte,2
perfumery,pedro ii,2
furniture_decor,pedras de fogo,2
cool_stuff,paulo lopes,2
health_beauty,paulo jacinto,2
auto,paula freitas,2
toys,paudalho,2
cool_stuff,pau d'arco,2
office_furniture,pau brasil,2
health_beauty,patrocinio paulista,2
garden_tools,patrocinio do muriae,2
electronics,pato bragado,2
auto,pastos bons,2
computers_accessories,passos maia,2
telephony,passo de camaragibe,2
garden_tools,passira,2
telephony,passagem franca,2
bed_bath_table,passa tres,2
computers_accessories,paripiranga,2
health_beauty,pardinho,2
electronics,paranapua,2
health_beauty,parana,2
stationery,panelas,2
books_general_interest,palmeirinha,2
fashion_bags_accessories,palmeiras,2
bed_bath_table,paiva,2
housewares,pacoti,2
telephony,ouro verde de minas,2
books_technical,ouro,2
toys,oros,2
auto,oliveira dos brejinhos,2
telephony,olho d'agua das cunhas,2
home_construction,oeiras do para,2
telephony,ocara,2
health_beauty,novo repartimento,2
electronics,novo oriente do piaui,2
sports_leisure,novo itacolomi,2
sports_leisure,novo barreiro,2
computers_accessories,nova palma,2
garden_tools,nova olimpia,2
fashion_bags_accessories,nova mamore,2
sports_leisure,nova itaberaba,2
auto,nova ipixuna,2
sports_leisure,nova cantu,2
sports_leisure,nova canaa paulista,2
bed_bath_table,nova canaa,2
garden_tools,nova campina,2
health_beauty,nova brasilandia d'oeste,2
luggage_accessories,nossa senhora do remedio,2
health_beauty,nossa senhora do o,2
housewares,nossa senhora de caravaggio,2
air_conditioning,nossa senhora das gracas,2
computers_accessories,nossa senhora da gloria,2
fashion_bags_accessories,nonoai,2
garden_tools,nipoa,2
furniture_decor,nazario,2
auto,nazareno,2
housewares,narandiba,2
furniture_decor,murutinga do sul,2
computers_accessories,muquem do sao francisco,2
sports_leisure,muniz freire,2
luggage_accessories,mucurici,2
furniture_decor,morro grande,2
garden_tools,morpara,2
perfumery,moreilandia,2
fashion_shoes,montezuma,2
books_general_interest,monte gordo,2
telephony,monte formoso,2
sports_leisure,monte castelo,2
bed_bath_table,monte belo do sul,2
baby,montauri,2
office_furniture,monnerat,2
baby,moncoes,2
perfumery,mojui dos campos,2
telephony,mogi-mirim,2
watches_gifts,miraima,2
sports_leisure,meruoca,2
health_beauty,medeiros,2
bed_bath_table,maua da serra,2
sports_leisure,matutina,2
telephony,matrincha,2
bed_bath_table,matoes do norte,2
bed_bath_table,materlandia,2
telephony,matelandia,2
telephony,mata roma,2
bed_bath_table,massape,2
musical_instruments,mascote,2
telephony,martins,2
garden_tools,martinho campos,2
health_beauty,marinopolis,2
bed_bath_table,mariluz,2
office_furniture,marilac,2
telephony,mariapolis,2
watches_gifts,maragogipe,2
fashion_bags_accessories,mara rosa,2
cool_stuff,mar vermelho,2
telephony,mandirituba,2
watches_gifts,mambai,2
auto,magda,2
tablets_printing_image,mae do rio,2
furniture_decor,macieira,2
housewares,machacalis,2
toys,macaubal,2
computers_accessories,macaparana,2
bed_bath_table,macambara,2
computers_accessories,luz,2
home_construction,lupionopolis,2
bed_bath_table,lunardelli,2
computers_accessories,luizlandia do oeste,2
sports_leisure,luiziana,2
sports_leisure,luiz alves,2
small_appliances,lourdes,2
fashion_bags_accessories,lindoeste,2
garden_tools,lencois,2
stationery,leandro ferreira,2
auto,lavras da mangabeira,2
telephony,laranjal,2
toys,lagoa nova,2
watches_gifts,lagoa do ouro,2
auto,lagoa do carro,2
small_appliances,ladainha,2
garden_tools,kalore,2
consoles_games,jussari,2
housewares,juscimeira,2
housewares,juranda,2
health_beauty,jupi,2
health_beauty,junqueiro,2
furniture_decor,junco do serido,2
auto,jucurucu,2
bed_bath_table,joao camara,2
sports_leisure,jesupolis,2
bed_bath_table,jeronimo monteiro,2
computers_accessories,jequitiba,2
books_general_interest,jequitai,2
watches_gifts,jequia da praia,2
toys,jatauba,2
housewares,jardim alegre,2
housewares,jaraguari,2
sports_leisure,jandaira,2
housewares,jandaia,2
watches_gifts,jaguaruna,2
audio,jaguaquara,2
computers_accessories,jacinto,2
garden_tools,jacigua,2
perfumery,jaci,2
health_beauty,jaboticatubas,2
sports_leisure,jaboti,2
sports_leisure,jabora,2
watches_gifts,ivai,2
signaling_and_security,iuna,2
home_appliances,itirapina,2
bed_bath_table,itaueira,2
watches_gifts,itau,2
housewares,itatiaiucu,2
watches_gifts,itaquitinga,2
garden_tools,itaquirai,2
health_beauty,itapiuna,2
garden_tools,itapirapua paulista,2
perfumery,itapirapua,2
pet_shop,itapicuru,2
garden_tools,itamogi,2
sports_leisure,itamira,2
telephony,itaguaru,2
furniture_decor,itaguara,2
fashion_bags_accessories,itaguaje,2
furniture_decor,itagiba,2
bed_bath_table,itagi,2
telephony,itacoatiara,2
cool_stuff,itabatan,2
bed_bath_table,irupi,2
food,iraucuba,2
housewares,irara,2
cool_stuff,irape,2
watches_gifts,iramaia,2
stationery,irai de minas,2
computers_accessories,irai,2
baby,iracema,2
telephony,ipixuna do para,2
sports_leisure,ipigua,2
industry_commerce_and_business,ipe,2
auto,ipaporanga,2
telephony,inhauma,2
health_beauty,inhapi,2
garden_tools,imbe de minas,2
health_beauty,imbau,2
baby,iguai,2
electronics,igreja nova,2
audio,igaci,2
watches_gifts,ielmo marinho,2
cool_stuff,ichu,2
auto,icarai de minas,2
housewares,ibirataia,2
bed_bath_table,ibiraja,2
,ibiraiaras,2
electronics,ibiracu,2
sports_leisure,ibipitanga,2
market_place,ibicare,2
cine_photo,ibiassuce,2
luggage_accessories,ibiaca,2
auto,ibateguara,2
telephony,iacri,2
bed_bath_table,hidrolina,2
housewares,herval,2
watches_gifts,guidoval,2
industry_commerce_and_business,guariroba,2
telephony,guarda-mor,2
health_beauty,guaratinga,2
cool_stuff,guarara,2
auto,guarani das missoes,2
construction_tools_safety,guamare,2
health_beauty,guaiuba,2
construction_tools_construction,guairaca,2
stationery,grandes rios,2
telephony,governador lindenberg,2
cool_stuff,goianorte,2
garden_tools,goiabeira,2
computers_accessories,glorinha,2
health_beauty,gloria do goita,2
bed_bath_table,gloria de dourados,2
furniture_decor,getulina,2
computers_accessories,gaviao peixoto,2
health_beauty,fruta de leite,2
stationery,frei martinho,2
baby,frei lagonegro,2
,frecheirinha,2
telephony,francisco dumont,2
housewares,formigueiro,2
housewares,floreal,2
consoles_games,florai,2
baby,flor da serra do sul,2
health_beauty,figueiropolis d'oeste,2
electronics,ferros,2
computers_accessories,feliz deserto,2
pet_shop,fazenda vilanova,2
construction_tools_construction,extremoz,2
furniture_decor,euclides da cunha paulista,2
audio,estrela do indaia,2
computers_accessories,espigao alto do iguacu,2
fashion_underwear_beach,espigao,2
health_beauty,erval grande,2
computers_accessories,engenheiro passos,2
art,engenheiro beltrao,2
housewares,engenheiro balduino,2
bed_bath_table,emilianopolis,2
perfumery,elisio medrado,2
baby,durande,2
perfumery,doverlandia,2
health_beauty,doutor ulysses,2
baby,dona francisca,2
telephony,dona euzebia,2
perfumery,domiciano ribeiro,2
fashion_underwear_beach,dom vicoso,2
perfumery,dobrada,2
health_beauty,divisa alegre,2
bed_bath_table,diorama,2
bed_bath_table,dionisio,2
telephony,deputado irapuan pinheiro,2
fashion_underwear_beach,deodapolis,2
computers_accessories,denise,2
telephony,dario meira,2
telephony,damianopolis,2
bed_bath_table,curvelandia,2
furniture_decor,cumaru,2
housewares,cumari,2
toys,cubati,2
sports_leisure,cruzeiro da fortaleza,2
,cristopolis,2
bed_bath_table,cristiano otoni,2
bed_bath_table,crissiumal,2
health_beauty,crisolita,2
toys,coxilha,2
furniture_decor,couto de magalhaes,2
watches_gifts,cotriguacu,2
watches_gifts,costa marques,2
toys,corumbatai,2
bed_bath_table,corumba de goias,2
watches_gifts,cortes,2
christmas_supplies,corrego danta,2
musical_instruments,coronel murta,2
perfumery,coronel martins,2
health_beauty,coronel macedo,2
sports_leisure,coroados,2
computers_accessories,coroaci,2
housewares,corguinho,2
telephony,coqueiro baixo,2
bed_bath_table,congonhinhas,2
consoles_games,conde,2
electronics,conceicao,2
auto,colmeia,2
health_beauty,chaveslandia,2
watches_gifts,chapada do norte,2
sports_leisure,chale,2
cool_stuff,chacara,2
garden_tools,cerro negro,2
home_confort,cerro grande do sul,2
telephony,celina,2
food_drink,ceara-mirim,2
watches_gifts,cavalcante,2
telephony,caturama,2
fashion_bags_accessories,castro alves,2
sports_leisure,carutapera,2
health_beauty,carolina,2
fashion_bags_accessories,carnaubal,2
health_beauty,carnaubais,2
telephony,carnaiba do sertao,2
computers_accessories,carmopolis,2
health_beauty,carmo do rio verde,2
home_appliances,carlinda,2
computers_accessories,caririacu,2
garden_tools,carinhanha,2
watches_gifts,caraiba,2
cool_stuff,caputira,2
sports_leisure,capitao eneas,2
bed_bath_table,capitao,2
watches_gifts,capinzal do norte,2
toys,capim branco,2
computers_accessories,capetinga,2
sports_leisure,capela de santana,2
health_beauty,capao da porteira,2
furniture_decor,canitar,2
auto,caninde de sao francisco,2
auto,canhotinho,2
construction_tools_construction,candoi,2
health_beauty,candido mendes,2
electronics,campo magro,2
computers_accessories,campo florido,2
health_beauty,campo alegre do fidalgo,2
baby,campo alegre de goias,2
pet_shop,campina do monte alegre,2
furniture_decor,campina das missoes,2
housewares,campestre do maranhao,2
sports_leisure,campestre da serra,2
watches_gifts,campanario,2
computers_accessories,cambara do sul,2
furniture_decor,california,2
bed_bath_table,caiua,2
home_confort,cachoeira do campo,2
housewares,buritizal,2
health_beauty,buritirama,2
toys,buriti dos lopes,2
watches_gifts,buenos aires,2
watches_gifts,brazabrantes,2
telephony,bras pires,2
consoles_games,braco do rio,2
sports_leisure,botuvera,2
watches_gifts,boqueirao do leao,2
health_beauty,bonfinopolis de minas,2
garden_tools,bom retiro do sul,2
cool_stuff,bom jesus da serra,2
bed_bath_table,bom jesus da penha,2
furniture_decor,bodoquena,2
home_construction,bodoco,2
perfumery,bocaiuva do sul,2
baby,boca da mata,2
telephony,boa vista do gurupi,2
watches_gifts,bias fortes,2
sports_leisure,benevides,2
perfumery,belem do sao francisco,2
costruction_tools_garden,bataypora,2
fixed_telephony,barrolandia,2
health_beauty,barra de sao miguel,2
