order_status,order_id,product_category_name,seller_id
canceled,1b9ecfe83cdc259250e1a8aca174f0ad,informatica_acessorios,9646c3513289980f17226a2fc4720dbd
canceled,714fb133a6730ab81fa1d3c1b2007291,moveis_decoracao,95f83f51203c626648c875dd41874c7f
canceled,3a129877493c8189c59c60eb71d97c29,esporte_lazer,3fd1e727ba94cfe122d165e176ce7967
canceled,0966b61e30c4a07edbd7523f59b3f3e4,moveis_decoracao,37ceb404da208418c9032f0674e57804
canceled,0966b61e30c4a07edbd7523f59b3f3e4,moveis_decoracao,37ceb404da208418c9032f0674e57804
canceled,0966b61e30c4a07edbd7523f59b3f3e4,moveis_decoracao,37ceb404da208418c9032f0674e57804
canceled,9021cf1919f615a121410790dcce848f,perfumaria,8444e55c1f13cd5c179851e5ca5ebd00
canceled,a39d3db795a5cf4c8b6c9dd050f0d326,ferramentas_jardim,a36ac007a4d18f865c8d32c3b2402c2d
canceled,375f80ffc05feb35ce2680f1fa490575,brinquedos,fc99f99385ae90f66f01733856fb88c9
canceled,6bfa92d3952f762df12752e4937cd63e,esporte_lazer,ac6417315ae5da8f9a38ee11de6f7780
canceled,2eb5ba20812f78127f6243fa27fb40e5,esporte_lazer,2f09f7d37a97956d11cc1a7cadd5262b
canceled,1950d777989f6a877539f53795b4c3c3,beleza_saude,2a61c271b1ac763450d846849783e922
canceled,6261f3240a8778c656bd28aeb2ba9985,brinquedos,a673821011d0cec28146ea42f5ab767f
canceled,5ad5a1ef522da1732ab963ea1fb6165b,,c1d1ebb4745cc43cb6f05e9c8a705c9a
canceled,96ae30a2357a999e6010b2f1401af374,informatica_acessorios,45d33f715e24d15a6ccf5c17b3a23e3c
canceled,73c182f8914a0064d6c64ad65e4c6942,brinquedos,fa40cc5b934574b62717c68f3d678b6d
canceled,e5fa5a7210941f7d56d0208e4e071d35,telefonia,a425f92c199eb576938df686728acd20
canceled,8a9cce19aa49e055f2babb81d5a71c40,alimentos,5011f0d93373a4c5753adf58ca77af8d
canceled,c1049eef89915c6beb3604bf3d6588d7,cool_stuff,ceaec5548eefc6e23e6607c5435102e7
canceled,168823ad1b77477540db78ab357f18b5,perfumaria,2089a6d640999f9b9141ac719b2af596
canceled,885935156ba43094f3ae95f3c14e0381,utilidades_domesticas,ca3bd7cd9f149df75950150d010fe4a2
canceled,c504f1f5fd54cc8398d57dc0da49de01,cama_mesa_banho,cfb1a033743668a192316f3c6d1d2671
canceled,bcdad86f44c780bf1aaf24b66dd97753,automotivo,73b8eb4a9a729d4019b24ed1be748cbf
canceled,5b4858f2dcf69731f2285a38829bfa7c,malas_acessorios,dbc22125167c298ef99da25668e1011f
canceled,5b0ee19a3125fc083348baa76d816ed0,informatica_acessorios,e9bc59e7b60fc3063eb2290deda4cced
canceled,12e1495369c542f003eb3ca480f924e3,,1b8b75e227c9a9c100d0c210fb6176ce
canceled,03a8aa5d0860898d421c46247011c686,automotivo,6cf476a4ca74498db55cbccdaa9dcfb6
canceled,bef875448d5a4f703555d2dd5f8382b5,moveis_decoracao,77530e9772f57a62c906e1c21538ab82
canceled,013e9c654a339d80b53513da3c1ea437,utilidades_domesticas,0adac9fbd9a2b63cccaac4f8756c1ca8
canceled,676e40056867189a1b3599f3e646f421,esporte_lazer,38e679b9e0064cd94c6f035707344dae
canceled,676e40056867189a1b3599f3e646f421,esporte_lazer,38e679b9e0064cd94c6f035707344dae
canceled,61792c6272346d7f4b7c5b1747df7b1a,telefonia,02a2272692e13558373c66db98f05e2e
canceled,94bde44a48f191d7175f67eb93b9ed67,telefonia,75d34ebb1bd0bd7dde40dd507b8169c3
canceled,7142b298b22a79a285d2ce792dc533a2,utilidades_domesticas,d66c305afaec317ebee552073a674429
canceled,5687ad45d33870c742b2cdacaf758353,beleza_saude,cc419e0650a3c5ba77189a1882b7556a
canceled,dabf2b0e35b423f94618bf965fcb7514,perfumaria,620c87c171fb2a6dd6e8bb4dec959fc6
canceled,dabf2b0e35b423f94618bf965fcb7514,beleza_saude,620c87c171fb2a6dd6e8bb4dec959fc6
canceled,36f66ebfbd144aa6fb39338bd87b0bf9,cama_mesa_banho,b45d7ebfb7378630f1bcd74b6ff86ff7
canceled,7106ae47c0242d76f336f5430d3ae0fc,brinquedos,7040e82f899a04d1b434b795a43b4617
canceled,7106ae47c0242d76f336f5430d3ae0fc,brinquedos,7040e82f899a04d1b434b795a43b4617
canceled,374bd3371c572eff1218edb0eb68cb96,brinquedos,4c8b8048e33af2bf94f2eb547746a916
canceled,709e43f97cb2a47fa749503419163710,esporte_lazer,7b07b3c7487f0ea825fc6df75abd658b
canceled,b54861ba91f988d9f961bdcd1a9a2026,bebes,ad781527c93d00d89a11eecd9dcad7c1
canceled,27f3ee911b46e671b6393093afebc222,moveis_decoracao,ad8b531ae67582f096925cff5630d0d1
canceled,fa4c59a94711decb9c0410a0e7f878bc,moveis_decoracao,cad9969167c09b48ae6f1d123f7fa68d
canceled,891e419a9019fb81b67212a708cb5f83,esporte_lazer,54065e9aef7e9e9c2dc23b7594db021a
canceled,3e170726582244699b156f1c7044223a,informatica_acessorios,2e3be8a987a30d7544dbbda6861cc14e
canceled,18987e54897a1baddde716aa4a01639c,construcao_ferramentas_construcao,ffff564a4f9085cd26170f4732393726
canceled,b89c3dccabd368d8a4b6778c1094df6b,esporte_lazer,e627629ba868740e287800f1a9be81c2
canceled,acfa87544c19d596707d25cf2f7dab61,beleza_saude,2e1c9f22be269ef4643f826c9e650a52
canceled,dc0c4c970ae6b97b389d2e44a500f931,,e5bd51692380fd8cabb19b756b95e714
canceled,ab2e482aff4baa52ec6da817af85b981,informatica_acessorios,6973a06f484aacf400ece213dbf3d946
canceled,ab2e482aff4baa52ec6da817af85b981,informatica_acessorios,6973a06f484aacf400ece213dbf3d946
canceled,b3f1a526de73a85b4e83ac77cd483a05,perfumaria,8444e55c1f13cd5c179851e5ca5ebd00
canceled,c87de2d1aece481642a24bae4b964b07,ferramentas_jardim,a4b6b9b992b46e9ef863637af96e04bc
canceled,c87de2d1aece481642a24bae4b964b07,ferramentas_jardim,a4b6b9b992b46e9ef863637af96e04bc
canceled,c87de2d1aece481642a24bae4b964b07,ferramentas_jardim,a4b6b9b992b46e9ef863637af96e04bc
canceled,c87de2d1aece481642a24bae4b964b07,ferramentas_jardim,a4b6b9b992b46e9ef863637af96e04bc
canceled,c87de2d1aece481642a24bae4b964b07,ferramentas_jardim,a4b6b9b992b46e9ef863637af96e04bc
canceled,c87de2d1aece481642a24bae4b964b07,ferramentas_jardim,a4b6b9b992b46e9ef863637af96e04bc
