payment_type,customer_city,total_orders,total_customers
credit_card,colorado,6,6
credit_card,comendador levy gasparian,6,6
credit_card,coribe,6,6
credit_card,cristalina,6,6
credit_card,cruz,6,6
credit_card,currais novos,6,6
credit_card,entre rios,6,6
credit_card,entre rios de minas,6,6
credit_card,ervalia,6,6
credit_card,esperanca,6,6
credit_card,estancia,6,6
credit_card,estiva gerbi,6,6
credit_card,firminopolis,6,6
credit_card,fronteira,6,6
credit_card,general salgado,6,6
credit_card,getulio vargas,6,6
credit_card,goias,6,6
credit_card,herval d'oeste,6,6
credit_card,ibia,6,6
credit_card,imbituva,6,6
credit_card,irapuru,6,6
credit_card,itai,6,6
credit_card,itamarandiba,6,6
credit_card,itapaje,6,6
credit_card,itapoa,6,6
credit_card,itobi,6,6
credit_card,ivaipora,6,6
credit_card,jacare,6,6
credit_card,jaguare,6,6
credit_card,jaragua,6,6
credit_card,jaru,6,6
credit_card,jeremoabo,6,6
credit_card,juquia,6,6
credit_card,macatuba,6,6
credit_card,macaubas,6,6
credit_card,mar de espanha,6,6
credit_card,marmeleiro,6,6
credit_card,mata verde,6,6
credit_card,mirai,6,6
credit_card,missal,6,6
credit_card,mostardas,6,6
credit_card,mucuri,6,6
credit_card,mundo novo,6,6
credit_card,neropolis,6,6
credit_card,nhandeara,6,6
credit_card,nova londrina,6,6
credit_card,nova russas,6,6
credit_card,novo cruzeiro,6,6
credit_card,ouricuri,6,6
credit_card,pacaembu,6,6
credit_card,pacaja,6,6
credit_card,pacajus,6,6
credit_card,paicandu,6,6
credit_card,palmares,6,6
credit_card,papanduva,6,6
credit_card,paraopeba,6,6
credit_card,passo de torres,6,6
credit_card,perdoes,6,6
credit_card,pesqueira,6,6
credit_card,pirangi,6,6
credit_card,piripiri,6,6
credit_card,planaltina,6,6
credit_card,poco fundo,6,6
credit_card,pontal,6,6
credit_card,porto belo,6,6
credit_card,prata,6,6
credit_card,presidente bernardes,6,6
credit_card,presidente getulio,6,6
credit_card,primavera,6,6
credit_card,primeiro de maio,6,6
credit_card,prudentopolis,6,6
credit_card,querencia,6,6
credit_card,resplendor,6,6
credit_card,rio novo do sul,6,6
credit_card,rodeio,6,6
credit_card,rolante,6,6
credit_card,rubiataba,6,6
credit_card,ruy barbosa,6,6
credit_card,santa branca,6,6
credit_card,santa juliana,6,6
credit_card,santa teresa,6,6
credit_card,sao domingos,6,6
credit_card,sao gabriel do oeste,6,6
credit_card,sao joaquim de bicas,6,6
credit_card,sao jose do norte,6,6
credit_card,sapucaia,6,6
credit_card,serra talhada,6,6
credit_card,silvania,6,6
credit_card,simao dias,6,6
credit_card,sumidouro,6,6
credit_card,taguatinga,6,6
credit_card,terra rica,6,6
credit_card,tocantinopolis,6,6
credit_card,torrinha,6,6
credit_card,tres passos,6,6
credit_card,ubaira,6,6
credit_card,urupes,6,6
credit_card,urussanga,6,6
credit_card,xinguara,6,6
debit_card,itajai,6,6
debit_card,joinville,6,6
debit_card,londrina,6,6
debit_card,mogi-guacu,6,6
debit_card,sumare,6,6
voucher,araxa,6,6
voucher,aruja,6,6
voucher,camaragibe,6,6
voucher,colombo,6,6
voucher,foz do iguacu,6,6
voucher,hortolandia,6,6
voucher,igaracu do tiete,6,6
voucher,itapecerica da serra,6,6
voucher,jatai,6,6
voucher,lagoa santa,6,6
voucher,lauro de freitas,6,6
voucher,mafra,6,6
voucher,marechal candido rondon,6,6
voucher,mata de sao joao,6,6
voucher,nova lima,6,6
voucher,passos,6,6
voucher,patrocinio,6,6
voucher,porto seguro,6,6
voucher,porto velho,6,6
voucher,pouso alegre,6,6
voucher,presidente epitacio,6,6
voucher,quatro barras,6,6
voucher,rio claro,6,6
voucher,santa barbara d oeste,6,6
voucher,sao jose,6,6
voucher,toledo,6,6
boleto,aguas lindas de goias,5,5
boleto,alpinopolis,5,5
boleto,arcos,5,5
boleto,aripuana,5,5
boleto,barra bonita,5,5
boleto,bom jesus,5,5
boleto,cachoeiras de macacu,5,5
boleto,cafelandia,5,5
boleto,camaragibe,5,5
boleto,campo largo,5,5
boleto,canoinhas,5,5
boleto,capao bonito,5,5
boleto,capinopolis,5,5
boleto,cataguases,5,5
boleto,conceicao do mato dentro,5,5
boleto,cordeiropolis,5,5
boleto,crato,5,5
boleto,cravinhos,5,5
boleto,dias d'avila,5,5
boleto,espera feliz,5,5
boleto,estrela,5,5
boleto,feliz,5,5
boleto,formiga,5,5
boleto,forquilhinha,5,5
boleto,frederico westphalen,5,5
boleto,goiatuba,5,5
boleto,guacui,5,5
boleto,guariba,5,5
boleto,guaxupe,5,5
boleto,ibiruba,5,5
boleto,icem,5,5
boleto,imbituba,5,5
boleto,indaial,5,5
boleto,ipameri,5,5
boleto,itanhandu,5,5
boleto,itapolis,5,5
boleto,japeri,5,5
boleto,juquitiba,5,5
boleto,laranjeiras do sul,5,5
boleto,mangaratiba,5,5
boleto,maracaju,5,5
boleto,marataizes,5,5
boleto,marau,5,5
boleto,marialva,5,5
boleto,marituba,5,5
boleto,matias barbosa,5,5
boleto,mineiros,5,5
boleto,monte alto,5,5
boleto,mossoro,5,5
boleto,navirai,5,5
boleto,nova era,5,5
boleto,nova granada,5,5
boleto,oliveira,5,5
boleto,orlandia,5,5
boleto,paracambi,5,5
boleto,paraguacu,5,5
boleto,paranaiba,5,5
boleto,parauapebas,5,5
boleto,pirai,5,5
boleto,piumhii,5,5
boleto,pompeia,5,5
boleto,prata,5,5
boleto,quata,5,5
boleto,quatro barras,5,5
boleto,rancharia,5,5
boleto,rolandia,5,5
boleto,rosario do sul,5,5
boleto,sacramento,5,5
boleto,santa rosa de viterbo,5,5
boleto,santana do livramento,5,5
boleto,santana do paraiso,5,5
boleto,santiago,5,5
boleto,santos dumont,5,5
boleto,sao joao,5,5
boleto,sao joao del rei,5,5
boleto,sao jose de ribamar,5,5
boleto,sao jose do rio pardo,5,5
boleto,sao simao,5,5
boleto,sapucaia do sul,5,5
boleto,sarzedo,5,5
boleto,schroeder,5,5
boleto,serra negra,5,5
boleto,tabapua,5,5
boleto,tramandai,5,5
boleto,tres marias,5,5
boleto,tres passos,5,5
boleto,trindade,5,5
boleto,triunfo,5,5
boleto,valparaiso de goias,5,5
boleto,vilhena,5,5
credit_card,alfredo chaves,5,5
credit_card,amambai,5,5
credit_card,andorinha,5,5
credit_card,angatuba,5,5
credit_card,aparecida do taboado,5,5
credit_card,aracoiaba,5,5
credit_card,araujos,5,5
credit_card,bananeiras,5,5
credit_card,barcarena,5,5
credit_card,barra do ribeiro,5,5
credit_card,benedito novo,5,5
credit_card,bocaina,5,5
credit_card,bom conselho,5,5
credit_card,bom principio,5,5
credit_card,brasilia de minas,5,5
credit_card,brazopolis,5,5
credit_card,butia,5,5
credit_card,cacapava do sul,5,5
credit_card,cajobi,5,5
credit_card,caldas,5,5
credit_card,cambuquira,5,5
credit_card,campinorte,5,5
credit_card,campo ere,5,5
credit_card,canavieiras,5,5
credit_card,caninde,5,5
credit_card,capim grosso,5,5
credit_card,carlopolis,5,5
credit_card,carmo da mata,5,5
credit_card,casca,5,5
credit_card,cassia,5,5
credit_card,catanduvas,5,5
credit_card,chapadao do ceu,5,5
credit_card,cidade ocidental,5,5
credit_card,cocal,5,5
credit_card,codo,5,5
credit_card,conceicao do araguaia,5,5
credit_card,confresa,5,5
credit_card,cosmorama,5,5
credit_card,cristina,5,5
credit_card,crixas,5,5
credit_card,custodia,5,5
credit_card,diamantino,5,5
credit_card,dianopolis,5,5
credit_card,divinolandia,5,5
credit_card,dores do indaia,5,5
credit_card,encantado,5,5
credit_card,encruzilhada do sul,5,5
credit_card,engenheiro paulo de frontin,5,5
credit_card,espigao do oeste,5,5
credit_card,esplanada,5,5
credit_card,espumoso,5,5
credit_card,feira nova,5,5
credit_card,frei inocencio,5,5
credit_card,garuva,5,5
credit_card,general carneiro,5,5
credit_card,goianira,5,5
credit_card,goiatuba,5,5
credit_card,grajau,5,5
credit_card,granja,5,5
credit_card,gravata,5,5
credit_card,guarani,5,5
credit_card,horizonte,5,5
credit_card,horizontina,5,5
credit_card,iacanga,5,5
credit_card,igarapava,5,5
credit_card,inhambupe,5,5
credit_card,ipanema,5,5
credit_card,itabera,5,5
credit_card,itaberai,5,5
credit_card,itacare,5,5
credit_card,itaiopolis,5,5
credit_card,itaipulandia,5,5
credit_card,itamonte,5,5
credit_card,itaobim,5,5
credit_card,itapui,5,5
credit_card,itapuranga,5,5
credit_card,itaqui,5,5
credit_card,ivoti,5,5
credit_card,jaguarao,5,5
credit_card,jaguaribe,5,5
credit_card,jesuania,5,5
credit_card,joao lisboa,5,5
credit_card,joviania,5,5
credit_card,laurentino,5,5
credit_card,lauro muller,5,5
credit_card,malacacheta,5,5
credit_card,mallet,5,5
credit_card,marilandia,5,5
credit_card,morro da fumaca,5,5
credit_card,muzambinho,5,5
credit_card,nazare paulista,5,5
credit_card,nepomuceno,5,5
credit_card,nova esperanca,5,5
credit_card,nova santa rita,5,5
credit_card,nova trento,5,5
credit_card,novo progresso,5,5
credit_card,ortigueira,5,5
credit_card,paco do lumiar,5,5
credit_card,palmitinho,5,5
credit_card,paraipaba,5,5
credit_card,parapua,5,5
credit_card,paulo frontin,5,5
credit_card,pecanha,5,5
credit_card,perdizes,5,5
credit_card,pinheiro machado,5,5
credit_card,piracanjuba,5,5
credit_card,pirai do sul,5,5
credit_card,piranguinho,5,5
credit_card,piratuba,5,5
credit_card,pontal do parana,5,5
credit_card,porteirinha,5,5
credit_card,porto nacional,5,5
credit_card,presidente olegario,5,5
credit_card,quedas do iguacu,5,5
credit_card,rafard,5,5
credit_card,riachao do jacuipe,5,5
credit_card,rio branco do sul,5,5
credit_card,rio largo,5,5
credit_card,rio pardo,5,5
credit_card,rio pomba,5,5
credit_card,rolim de moura,5,5
credit_card,rondon do para,5,5
credit_card,sabinopolis,5,5
credit_card,sales,5,5
credit_card,santa albertina,5,5
credit_card,santa cruz,5,5
credit_card,santa cruz cabralia,5,5
credit_card,santa cruz das palmeiras,5,5
credit_card,santa quiteria,5,5
credit_card,santo cristo,5,5
credit_card,santo estevao,5,5
credit_card,sao bento do una,5,5
credit_card,sao domingos do norte,5,5
credit_card,sao jeronimo,5,5
credit_card,sao joao dos patos,5,5
credit_card,sao joao evangelista,5,5
credit_card,sao jose da barra,5,5
credit_card,sao jose do calcado,5,5
credit_card,sao jose do cedro,5,5
credit_card,sao miguel do guama,5,5
credit_card,sao romao,5,5
credit_card,sobradinho,5,5
credit_card,sousa,5,5
credit_card,surubim,5,5
credit_card,taquaritinga do norte,5,5
credit_card,teotonio vilela,5,5
credit_card,tiangua,5,5
credit_card,timburi,5,5
credit_card,tombos,5,5
credit_card,toritama,5,5
credit_card,tres cachoeiras,5,5
credit_card,tres coroas,5,5
credit_card,tupi paulista,5,5
credit_card,ubirata,5,5
credit_card,una,5,5
credit_card,urbano santos,5,5
credit_card,uruara,5,5
credit_card,vila valerio,5,5
debit_card,bauru,5,5
debit_card,canoas,5,5
debit_card,embu das artes,5,5
debit_card,hortolandia,5,5
debit_card,itapecerica da serra,5,5
debit_card,macae,5,5
debit_card,mogi das cruzes,5,5
debit_card,nova iguacu,5,5
debit_card,piracicaba,5,5
debit_card,sao jose do rio preto,5,5
debit_card,sao vicente,5,5
voucher,ananindeua,5,5
voucher,anapolis,5,5
voucher,angra dos reis,5,5
voucher,araguari,5,5
voucher,avare,5,5
voucher,cajamar,5,5
voucher,camacari,5,5
voucher,coronel fabriciano,5,5
voucher,guaratingueta,5,5
voucher,itamaraju,5,5
voucher,itapevi,5,5
voucher,itapira,5,5
voucher,itatiba,5,5
voucher,itu,5,5
voucher,jau,5,5
voucher,leme,5,5
voucher,mogi mirim,5,5
voucher,monte alegre de minas,5,5
voucher,monte mor,5,5
voucher,palmares,5,5
voucher,pindamonhangaba,5,5
voucher,ponta grossa,5,5
voucher,queimados,5,5
voucher,ribeirao pires,5,5
voucher,rio brilhante,5,5
voucher,rio das ostras,5,5
voucher,teofilo otoni,5,5
voucher,unai,5,5
voucher,vitoria da conquista,5,5
boleto,abaete,4,4
boleto,alta floresta,4,4
boleto,aluminio,4,4
boleto,anchieta,4,4
boleto,aparecida,4,4
boleto,apiai,4,4
boleto,aracati,4,4
boleto,arapiraca,4,4
boleto,araquari,4,4
boleto,araripina,4,4
boleto,balneario pinhal,4,4
boleto,barao de cocais,4,4
boleto,bom jardim de minas,4,4
boleto,bom jesus do itabapoana,4,4
boleto,braco do norte,4,4
boleto,brasilia de minas,4,4
boleto,brumadinho,4,4
boleto,camaqua,4,4
boleto,campinas do sul,4,4
boleto,campos belos,4,4
boleto,campos do jordao,4,4
boleto,canela,4,4
boleto,cangucu,4,4
boleto,carangola,4,4
boleto,cardoso moreira,4,4
boleto,casa branca,4,4
boleto,castelo,4,4
boleto,caxambu,4,4
boleto,cianorte,4,4
boleto,corumba,4,4
boleto,costa rica,4,4
boleto,coxim,4,4
boleto,dois irmaos,4,4
boleto,eldorado do sul,4,4
boleto,engenheiro coelho,4,4
boleto,faxinal dos guedes,4,4
boleto,guaramirim,4,4
boleto,ibirama,4,4
boleto,ibiuna,4,4
boleto,itabaiana,4,4
boleto,itabirito,4,4
boleto,itai,4,4
boleto,italva,4,4
boleto,itamonte,4,4
boleto,itaocara,4,4
boleto,jequie,4,4
boleto,juara,4,4
boleto,junqueiropolis,4,4
boleto,lagoa da prata,4,4
boleto,lagoa vermelha,4,4
boleto,laranjal paulista,4,4
boleto,lima duarte,4,4
boleto,lucelia,4,4
boleto,machado,4,4
boleto,manhumirim,4,4
boleto,mantena,4,4
boleto,marechal candido rondon,4,4
boleto,mariana,4,4
boleto,matozinhos,4,4
boleto,matupa,4,4
boleto,medeiros neto,4,4
boleto,medianeira,4,4
boleto,mendes,4,4
boleto,miracema,4,4
boleto,morrinhos,4,4
boleto,mostardas,4,4
boleto,muzambinho,4,4
boleto,nao-me-toque,4,4
boleto,navegantes,4,4
boleto,nepomuceno,4,4
boleto,nossa senhora do socorro,4,4
boleto,novo gama,4,4
boleto,palmeira,4,4
boleto,paragominas,4,4
boleto,paraguacu paulista,4,4
boleto,parobe,4,4
boleto,pederneiras,4,4
boleto,petrolandia,4,4
boleto,pilar do sul,4,4
boleto,piracaia,4,4
boleto,piracanjuba,4,4
boleto,piraju,4,4
boleto,pirapozinho,4,4
boleto,piuma,4,4
boleto,planaltina,4,4
boleto,porangatu,4,4
boleto,porto feliz,4,4
boleto,quedas do iguacu,4,4
boleto,querencia,4,4
boleto,resplendor,4,4
boleto,rio bonito,4,4
boleto,rio grande da serra,4,4
boleto,rio negro,4,4
boleto,rolante,4,4
boleto,rondon do para,4,4
boleto,sales oliveira,4,4
boleto,salinas,4,4
boleto,salto do lontra,4,4
boleto,santa cruz das palmeiras,4,4
boleto,santa isabel,4,4
boleto,santa maria da vitoria,4,4
boleto,santa rita do araguaia,4,4
boleto,santa teresa,4,4
boleto,santa vitoria,4,4
boleto,santo amaro de campos,4,4
boleto,santo antonio da patrulha,4,4
boleto,santo antonio de posse,4,4
boleto,santo antonio do jacinto,4,4
boleto,sao luis de montes belos,4,4
boleto,sao miguel arcanjo,4,4
boleto,sao raimundo nonato,4,4
boleto,sao sebastiao do paraiso,4,4
boleto,sapiranga,4,4
boleto,saudades,4,4
boleto,serafina correa,4,4
boleto,serra talhada,4,4
boleto,serrana,4,4
boleto,serrinha,4,4
boleto,sobradinho,4,4
boleto,sorriso,4,4
boleto,sumidouro,4,4
boleto,taiobeiras,4,4
boleto,taquarituba,4,4
boleto,teutonia,4,4
boleto,tres pontas,4,4
boleto,tupaciguara,4,4
boleto,uniao da vitoria,4,4
boleto,urupes,4,4
boleto,urussanga,4,4
boleto,venda nova do imigrante,4,4
boleto,viana,4,4
credit_card,abre campo,4,4
credit_card,acu,4,4
credit_card,adolfo,4,4
credit_card,agua doce do norte,4,4
credit_card,alto araguaia,4,4
credit_card,alto boa vista,4,4
credit_card,alto jequitiba,4,4
credit_card,aquidauana,4,4
credit_card,arace,4,4
credit_card,arapora,4,4
credit_card,arcoverde,4,4
credit_card,arealva,4,4
credit_card,ariranha,4,4
credit_card,ascurra,4,4
credit_card,avanhandava,4,4
credit_card,avelar,4,4
credit_card,balneario barra do sul,4,4
credit_card,balneario pinhal,4,4
credit_card,balsamo,4,4
credit_card,barbalha,4,4
credit_card,barra da estiva,4,4
credit_card,barra do bugres,4,4
credit_card,barro,4,4
credit_card,bataguassu,4,4
credit_card,bayeux,4,4
credit_card,bela cruz,4,4
credit_card,bela vista de goias,4,4
credit_card,belo oriente,4,4
credit_card,bernardino de campos,4,4
credit_card,bicas,4,4
credit_card,boa vista da aparecida,4,4
credit_card,bom jardim de minas,4,4
credit_card,bom jesus do norte,4,4
credit_card,bom jesus do tocantins,4,4
credit_card,bom sucesso,4,4
credit_card,brauna,4,4
credit_card,brejo da madre de deus,4,4
credit_card,buenopolis,4,4
credit_card,buerarema,4,4
credit_card,buriticupu,4,4
credit_card,cabralia paulista,4,4
credit_card,cabreuva,4,4
credit_card,cachoeira,4,4
credit_card,cachoeira de minas,4,4
credit_card,cameta,4,4
credit_card,campanha,4,4
credit_card,campo alegre,4,4
credit_card,campos de julio,4,4
credit_card,campos sales,4,4
credit_card,candido rodrigues,4,4
credit_card,cansancao,4,4
credit_card,capitolio,4,4
credit_card,carmo da cachoeira,4,4
credit_card,carmopolis de minas,4,4
credit_card,cassilandia,4,4
credit_card,castelandia,4,4
credit_card,catigua,4,4
credit_card,catuipe,4,4
credit_card,cerro largo,4,4
credit_card,ceu azul,4,4
credit_card,chapada gaucha,4,4
credit_card,cidade gaucha,4,4
credit_card,clementina,4,4
credit_card,coaraci,4,4
credit_card,colombia,4,4
credit_card,colonia vitoria,4,4
credit_card,conceicao do castelo,4,4
credit_card,conceicao do rio verde,4,4
credit_card,conceicao dos ouros,4,4
credit_card,condado,4,4
credit_card,congonhal,4,4
credit_card,conservatoria,4,4
credit_card,corrente,4,4
credit_card,corupa,4,4
credit_card,cristais paulista,4,4
credit_card,cuite,4,4
credit_card,cunha pora,4,4
credit_card,delmiro gouveia,4,4
credit_card,dom eliseu,4,4
credit_card,dom feliciano,4,4
credit_card,dom silverio,4,4
credit_card,dumont,4,4
credit_card,elias fausto,4,4
credit_card,espinosa,4,4
credit_card,fernando prestes,4,4
credit_card,formoso do araguaia,4,4
credit_card,forquilha,4,4
credit_card,fundao,4,4
credit_card,gandu,4,4
credit_card,glicerio,4,4
credit_card,gravatal,4,4
credit_card,guapiacu,4,4
credit_card,guapo,4,4
credit_card,guaracai,4,4
credit_card,guaraciaba do norte,4,4
credit_card,guaranta,4,4
credit_card,guarei,4,4
credit_card,humaita,4,4
credit_card,iacu,4,4
credit_card,ibicarai,4,4
credit_card,ibirarema,4,4
credit_card,ibotirama,4,4
credit_card,icapui,4,4
credit_card,icem,4,4
credit_card,inaja,4,4
credit_card,indianopolis,4,4
credit_card,indiara,4,4
credit_card,ipiabas,4,4
credit_card,ipu,4,4
credit_card,irapua,4,4
credit_card,itabela,4,4
credit_card,itaipava,4,4
credit_card,itaitinga,4,4
credit_card,itambacuri,4,4
credit_card,itanhomi,4,4
credit_card,itapagipe,4,4
credit_card,itapejara d'oeste,4,4
credit_card,itapemirim,4,4
credit_card,itapura,4,4
credit_card,itariri,4,4
credit_card,jacupiranga,4,4
credit_card,jaguaruana,4,4
credit_card,jandaia do sul,4,4
credit_card,japuiba,4,4
credit_card,japura,4,4
credit_card,jari,4,4
credit_card,jauru,4,4
credit_card,jesuitas,4,4
credit_card,joanopolis,4,4
credit_card,joaquim nabuco,4,4
credit_card,jordania,4,4
credit_card,jucurutu,4,4
credit_card,juruaia,4,4
credit_card,ladario,4,4
credit_card,lagoa dourada,4,4
credit_card,lagoa formosa,4,4
credit_card,lagoa grande,4,4
credit_card,limoeiro,4,4
credit_card,livramento de nossa senhora,4,4
credit_card,luis antonio,4,4
credit_card,macau,4,4
credit_card,mandaguacu,4,4
credit_card,maracacume,4,4
credit_card,maracas,4,4
credit_card,maragogi,4,4
credit_card,mario campos,4,4
credit_card,martins soares,4,4
credit_card,matipo,4,4
credit_card,medina,4,4
credit_card,mendes pimentel,4,4
credit_card,mendonca,4,4
credit_card,merces,4,4
credit_card,milagres,4,4
credit_card,montalvania,4,4
credit_card,monte alegre do sul,4,4
credit_card,monte azul,4,4
credit_card,moreno,4,4
credit_card,morro do chapeu,4,4
credit_card,munhoz,4,4
credit_card,mutuipe,4,4
credit_card,navirai,4,4
credit_card,nazare,4,4
credit_card,nova aurora,4,4
credit_card,nova olinda,4,4
credit_card,nova petropolis,4,4
credit_card,nova prata do iguacu,4,4
credit_card,nova santa rosa,4,4
credit_card,nova veneza,4,4
credit_card,ocaucu,4,4
credit_card,oeiras,4,4
credit_card,ourilandia do norte,4,4
credit_card,palmares do sul,4,4
credit_card,palmeira d'oeste,4,4
credit_card,panorama,4,4
credit_card,papagaios,4,4
credit_card,paraiso,4,4
credit_card,parelhas,4,4
credit_card,pedra azul,4,4
credit_card,pedra preta,4,4
credit_card,perdigao,4,4
credit_card,pinhalao,4,4
credit_card,poco verde,4,4
credit_card,pombal,4,4
credit_card,potiragua,4,4
credit_card,prado,4,4
credit_card,quarai,4,4
credit_card,realeza,4,4
credit_card,reboucas,4,4
credit_card,ribeirao claro,4,4
credit_card,rio acima,4,4
credit_card,rio azul,4,4
credit_card,rio bananal,4,4
credit_card,rio casca,4,4
credit_card,rio das flores,4,4
credit_card,rio manso,4,4
credit_card,rio novo,4,4
credit_card,rio preto,4,4
credit_card,saltinho,4,4
credit_card,sananduva,4,4
credit_card,sanclerlandia,4,4
credit_card,santa cecilia,4,4
credit_card,santa cruz de minas,4,4
credit_card,santa fe,4,4
credit_card,santa isabel do para,4,4
credit_card,santa lucia,4,4
credit_card,santa mariana,4,4
credit_card,santa rita de caldas,4,4
credit_card,santana da vargem,4,4
credit_card,santana do jacare,4,4
credit_card,santanesia,4,4
credit_card,santo antonio do descoberto,4,4
credit_card,santo antonio do jacinto,4,4
credit_card,santo antonio do jardim,4,4
credit_card,sao benedito,4,4
credit_card,sao bento,4,4
credit_card,sao cristovao,4,4
credit_card,sao domingos do prata,4,4
credit_card,sao francisco de paula,4,4
credit_card,sao goncalo do rio abaixo,4,4
credit_card,sao joao batista,4,4
credit_card,sao joao do paraiso,4,4
credit_card,sao jose do egito,4,4
credit_card,sao luis de montes belos,4,4
credit_card,sao miguel,4,4
credit_card,sao roque do canaa,4,4
credit_card,sao sepe,4,4
credit_card,sao tiago,4,4
credit_card,sao tomas de aquino,4,4
credit_card,sapucai-mirim,4,4
credit_card,schroeder,4,4
credit_card,seabra,4,4
credit_card,seara,4,4
credit_card,senges,4,4
credit_card,serafina correa,4,4
credit_card,sertania,4,4
credit_card,sete barras,4,4
credit_card,tabatinga,4,4
credit_card,tabira,4,4
credit_card,tangua,4,4
credit_card,tapes,4,4
credit_card,tarabai,4,4
credit_card,tarumirim,4,4
credit_card,terra de areia,4,4
credit_card,timbauba,4,4
credit_card,tocantins,4,4
credit_card,tres barras,4,4
credit_card,trombudo central,4,4
credit_card,turvo,4,4
credit_card,uniao de minas,4,4
credit_card,utinga,4,4
credit_card,valenca do piaui,4,4
credit_card,varjota,4,4
credit_card,vazante,4,4
credit_card,vera cruz do oeste,4,4
credit_card,vila dos cabanos,4,4
credit_card,volta grande,4,4
credit_card,xaxim,4,4
debit_card,barra mansa,4,4
debit_card,belford roxo,4,4
debit_card,betim,4,4
debit_card,birigui,4,4
debit_card,contagem,4,4
debit_card,diadema,4,4
debit_card,feira de santana,4,4
debit_card,joao pessoa,4,4
debit_card,natal,4,4
debit_card,novo hamburgo,4,4
debit_card,sao goncalo,4,4
debit_card,sao jose,4,4
debit_card,sao jose dos pinhais,4,4
debit_card,taubate,4,4
debit_card,vitoria,4,4
voucher,americo brasiliense,4,4
voucher,aracruz,4,4
voucher,araras,4,4
voucher,barretos,4,4
voucher,botucatu,4,4
voucher,braganca paulista,4,4
voucher,brusque,4,4
voucher,cachoeira do sul,4,4
voucher,cachoeirinha,4,4
voucher,caieiras,4,4
voucher,canoinhas,4,4
voucher,cocal,4,4
voucher,colatina,4,4
voucher,colorado,4,4
voucher,guaicara,4,4
voucher,guarapuava,4,4
voucher,ibirite,4,4
voucher,jaboatao dos guararapes,4,4
voucher,jequie,4,4
voucher,lins,4,4
voucher,luziania,4,4
voucher,mateus leme,4,4
voucher,morrinhos,4,4
voucher,muriae,4,4
voucher,paco do lumiar,4,4
voucher,panorama,4,4
voucher,patos de minas,4,4
voucher,paulista,4,4
voucher,resende,4,4
voucher,rio branco,4,4
voucher,santa barbara d'oeste,4,4
voucher,santa cruz cabralia,4,4
voucher,santa tereza do oeste,4,4
voucher,santo antonio da platina,4,4
voucher,sao joao del rei,4,4
voucher,sao jose do cedro,4,4
voucher,sertaozinho,4,4
voucher,tres coracoes,4,4
voucher,tres fronteiras,4,4
voucher,tupi paulista,4,4
voucher,uba,4,4
voucher,uberaba,4,4
voucher,umuarama,4,4
voucher,valinhos,4,4
voucher,vargem grande paulista,4,4
voucher,viamao,4,4
voucher,viana,4,4
voucher,vicosa,4,4
boleto,abreu e lima,3,3
boleto,aguas belas,3,3
boleto,aguas formosas,3,3
boleto,agudos,3,3
boleto,alegre,3,3
boleto,alexania,3,3
boleto,almenara,3,3
boleto,altinopolis,3,3
boleto,alto paraiso de goias,3,3
boleto,altos,3,3
boleto,americo brasiliense,3,3
boleto,angatuba,3,3
boleto,apodi,3,3
boleto,aracoiaba da serra,3,3
boleto,araguatins,3,3
boleto,arapoti,3,3
boleto,araruna,3,3
boleto,ariquemes,3,3
boleto,avanhandava,3,3
boleto,bacabal,3,3
boleto,barra da estiva,3,3
boleto,barra de sao joao,3,3
boleto,batatais,3,3
boleto,bayeux,3,3
boleto,bela vista de goias,3,3
boleto,belo campo,3,3
boleto,bicas,3,3
boleto,biguacu,3,3
boleto,bilac,3,3
boleto,boa esperanca do sul,3,3
boleto,bocaiuva,3,3
boleto,bofete,3,3
boleto,bom jesus dos perdoes,3,3
boleto,bonfim paulista,3,3
boleto,breu branco,3,3
boleto,brotas,3,3
boleto,buri,3,3
boleto,cabo de santo agostinho,3,3
boleto,cabrobo,3,3
boleto,cachoeira alta,3,3
boleto,cachoeira de minas,3,3
boleto,caconde,3,3
boleto,cajobi,3,3
boleto,camanducaia,3,3
boleto,camapua,3,3
boleto,cambe,3,3
boleto,campanha,3,3
boleto,campina grande do sul,3,3
boleto,campina verde,3,3
boleto,campinapolis,3,3
boleto,campos borges,3,3
boleto,canapolis,3,3
boleto,canarana,3,3
boleto,candeias,3,3
boleto,candelaria,3,3
boleto,cantagalo,3,3
boleto,capitao leonidas marques,3,3
boleto,cardoso,3,3
boleto,carlos barbosa,3,3
boleto,carmo,3,3
boleto,carpina,3,3
boleto,cerqueira cesar,3,3
boleto,cesario lange,3,3
boleto,ceu azul,3,3
boleto,chapadao do ceu,3,3
boleto,chapadinha,3,3
boleto,chopinzinho,3,3
boleto,cidade ocidental,3,3
boleto,codo,3,3
boleto,conceicao da aparecida,3,3
boleto,conchal,3,3
boleto,cristina,3,3
boleto,cruzeiro do sul,3,3
boleto,curitibanos,3,3
boleto,descalvado,3,3
boleto,divinolandia de minas,3,3
boleto,dois corregos,3,3
boleto,eldorado,3,3
boleto,entre rios do oeste,3,3
boleto,esmeraldas,3,3
boleto,esperantina,3,3
boleto,estacao,3,3
boleto,estancia,3,3
boleto,estancia velha,3,3
boleto,euclides da cunha,3,3
boleto,flores da cunha,3,3
boleto,fraiburgo,3,3
boleto,garanhuns,3,3
boleto,gaurama,3,3
boleto,goianira,3,3
boleto,goioere,3,3
boleto,guaraniacu,3,3
boleto,guimarania,3,3
boleto,herval d'oeste,3,3
