payment_type,customer_city,total_orders,total_customers
credit_card,cacequi,2,2
credit_card,cachoeira de pajeu,2,2
credit_card,cachoeira do campo,2,2
credit_card,cachoeira dourada,2,2
credit_card,cacule,2,2
credit_card,caiana,2,2
credit_card,caibate,2,2
credit_card,caibi,2,2
credit_card,caldeirao grande,2,2
credit_card,camocim de sao felix,2,2
credit_card,campestre da serra,2,2
credit_card,campina das missoes,2,2
credit_card,campinas do sul,2,2
credit_card,campo alegre de goias,2,2
credit_card,candiota,2,2
credit_card,canhotinho,2,2
credit_card,caninde de sao francisco,2,2
credit_card,capela de santana,2,2
credit_card,capetinga,2,2
credit_card,capim branco,2,2
credit_card,capinzal do norte,2,2
credit_card,capitao leonidas marques,2,2
credit_card,caputira,2,2
credit_card,caravelas,2,2
credit_card,cardoso moreira,2,2
credit_card,caririacu,2,2
credit_card,carlinda,2,2
credit_card,carnaubais,2,2
credit_card,carolina,2,2
credit_card,carutapera,2,2
credit_card,carvalhopolis,2,2
credit_card,castelo do piaui,2,2
credit_card,castro alves,2,2
credit_card,catarina,2,2
credit_card,catu de abrantes,2,2
credit_card,cavalcante,2,2
credit_card,centro novo do maranhao,2,2
credit_card,chacara,2,2
credit_card,chale,2,2
credit_card,chapada,2,2
credit_card,chapada dos guimaraes,2,2
credit_card,chaveslandia,2,2
credit_card,claudia,2,2
credit_card,cocal do sul,2,2
credit_card,cocalinho,2,2
credit_card,coelho neto,2,2
credit_card,colinas,2,2
credit_card,colmeia,2,2
credit_card,colonia castrolanda,2,2
credit_card,colonia leopoldina,2,2
credit_card,colorado do oeste,2,2
credit_card,coluna,2,2
credit_card,conceicao,2,2
credit_card,conceicao da feira,2,2
credit_card,conceicao das pedras,2,2
credit_card,conceicao do jacuipe,2,2
credit_card,conde,2,2
credit_card,congonhinhas,2,2
credit_card,conquista,2,2
credit_card,corbelia,2,2
credit_card,corguinho,2,2
credit_card,coronel macedo,2,2
credit_card,coronel martins,2,2
credit_card,correntina,2,2
credit_card,cortes,2,2
credit_card,corumbatai,2,2
credit_card,cotriguacu,2,2
credit_card,couto de magalhaes,2,2
credit_card,coxilha,2,2
credit_card,crisolita,2,2
credit_card,crissiumal,2,2
credit_card,cristais,2,2
credit_card,cristalandia,2,2
credit_card,cristalia,2,2
credit_card,cristiano otoni,2,2
credit_card,cruzilia,2,2
credit_card,cubati,2,2
credit_card,cumaru,2,2
credit_card,curiuva,2,2
credit_card,curuca,2,2
credit_card,cururupu,2,2
credit_card,damianopolis,2,2
credit_card,david canabarro,2,2
credit_card,delfinopolis,2,2
credit_card,denise,2,2
credit_card,dionisio,2,2
credit_card,diorama,2,2
credit_card,divisa alegre,2,2
credit_card,dois irmaos do buriti,2,2
credit_card,dom pedro,2,2
credit_card,dom vicoso,2,2
credit_card,domiciano ribeiro,2,2
credit_card,dores do rio preto,2,2
credit_card,dormentes,2,2
credit_card,doverlandia,2,2
credit_card,elisio medrado,2,2
credit_card,emilianopolis,2,2
credit_card,eneas marques,2,2
credit_card,esperantina,2,2
credit_card,esperantinopolis,2,2
credit_card,espigao,2,2
credit_card,espigao alto do iguacu,2,2
credit_card,espirito santo do turvo,2,2
credit_card,estacao,2,2
credit_card,estrela do indaia,2,2
credit_card,euclides da cunha,2,2
credit_card,euclides da cunha paulista,2,2
credit_card,fazenda nova,2,2
credit_card,fazenda vilanova,2,2
credit_card,ferros,2,2
credit_card,figueiropolis d'oeste,2,2
credit_card,flor da serra do sul,2,2
credit_card,floreal,2,2
credit_card,flores,2,2
credit_card,florestal,2,2
credit_card,fortuna,2,2
credit_card,francisco badaro,2,2
credit_card,francisco dumont,2,2
credit_card,francisco sa,2,2
credit_card,frecheirinha,2,2
credit_card,gastao vidigal,2,2
credit_card,gaviao peixoto,2,2
credit_card,gloria do goita,2,2
credit_card,glorinha,2,2
credit_card,goiabeira,2,2
credit_card,goianinha,2,2
credit_card,goianorte,2,2
credit_card,governador celso ramos,2,2
credit_card,grandes rios,2,2
credit_card,grao mogol,2,2
credit_card,grao para,2,2
credit_card,guaiuba,2,2
credit_card,guarai,2,2
credit_card,guarani das missoes,2,2
credit_card,guarara,2,2
credit_card,guaratinga,2,2
credit_card,guarda-mor,2,2
credit_card,guariroba,2,2
credit_card,guidoval,2,2
credit_card,herval,2,2
credit_card,hidrolina,2,2
credit_card,holambra ii,2,2
credit_card,ibateguara,2,2
credit_card,ibiaca,2,2
credit_card,ibiai,2,2
credit_card,ibiraci,2,2
credit_card,ibiraja,2,2
credit_card,iconha,2,2
credit_card,ielmo marinho,2,2
credit_card,igaci,2,2
credit_card,igreja nova,2,2
credit_card,iguai,2,2
credit_card,iguaracu,2,2
credit_card,iguatama,2,2
credit_card,ilha comprida,2,2
credit_card,imaculada,2,2
credit_card,imbau,2,2
credit_card,imbuia,2,2
credit_card,inconfidentes,2,2
credit_card,indiapora,2,2
credit_card,inhapi,2,2
credit_card,inhauma,2,2
credit_card,inimutaba,2,2
credit_card,inubia paulista,2,2
credit_card,ipaporanga,2,2
credit_card,ipe,2,2
credit_card,ipumirim,2,2
credit_card,irai de minas,2,2
credit_card,irape,2,2
credit_card,irineopolis,2,2
credit_card,irupi,2,2
credit_card,ita,2,2
credit_card,itabaianinha,2,2
credit_card,itabatan,2,2
credit_card,itagi,2,2
credit_card,itagiba,2,2
credit_card,itaguaje,2,2
credit_card,itaguara,2,2
credit_card,itaguaru,2,2
credit_card,itaituba,2,2
credit_card,itaja,2,2
credit_card,itamari,2,2
credit_card,itambaraca,2,2
credit_card,itamira,2,2
credit_card,itamogi,2,2
credit_card,itapecuru mirim,2,2
credit_card,itapetim,2,2
credit_card,itapirapua,2,2
credit_card,itapiuna,2,2
credit_card,itaquirai,2,2
credit_card,itaquitinga,2,2
credit_card,itatiaiucu,2,2
credit_card,itau,2,2
credit_card,itaueira,2,2
credit_card,itororo,2,2
credit_card,ituacu,2,2
credit_card,itubera,2,2
credit_card,ivinhema,2,2
credit_card,jaborandi,2,2
credit_card,jacareacanga,2,2
credit_card,jacinto,2,2
credit_card,jacui,2,2
credit_card,janiopolis,2,2
credit_card,japira,2,2
credit_card,jaqueira,2,2
credit_card,jardim do serido,2,2
credit_card,jatauba,2,2
credit_card,jequitai,2,2
credit_card,jequitiba,2,2
credit_card,jesupolis,2,2
credit_card,jijoca de jericoacoara,2,2
credit_card,jose de freitas,2,2
credit_card,julio de castilhos,2,2
credit_card,julio mesquita,2,2
credit_card,jundiai do sul,2,2
credit_card,junqueiro,2,2
credit_card,juruena,2,2
credit_card,jussara,2,2
credit_card,juvenilia,2,2
credit_card,kalore,2,2
credit_card,lagoa da confusao,2,2
credit_card,lagoa do ouro,2,2
credit_card,lagoa dos gatos,2,2
credit_card,lagoa nova,2,2
credit_card,laranjal,2,2
credit_card,lavras da mangabeira,2,2
credit_card,leandro ferreira,2,2
credit_card,liberdade,2,2
credit_card,lima duarte,2,2
credit_card,limeira do oeste,2,2
credit_card,lourdes,2,2
credit_card,luiz alves,2,2
credit_card,luiziana,2,2
credit_card,lupercio,2,2
credit_card,lupionopolis,2,2
credit_card,luz,2,2
credit_card,macaparana,2,2
credit_card,machacalis,2,2
credit_card,mae do rio,2,2
credit_card,magda,2,2
credit_card,mairi,2,2
credit_card,manduri,2,2
credit_card,manoel ribas,2,2
credit_card,mar vermelho,2,2
credit_card,mara rosa,2,2
credit_card,maracana,2,2
credit_card,maranguape,2,2
credit_card,marechal floriano,2,2
credit_card,mariluz,2,2
credit_card,marinopolis,2,2
credit_card,martinho campos,2,2
credit_card,martins,2,2
credit_card,mascote,2,2
credit_card,massape,2,2
credit_card,mata grande,2,2
credit_card,mata roma,2,2
credit_card,matelandia,2,2
credit_card,materlandia,2,2
credit_card,mato verde,2,2
credit_card,matoes do norte,2,2
credit_card,matrincha,2,2
credit_card,matutina,2,2
credit_card,maua da serra,2,2
credit_card,medeiros,2,2
credit_card,meruoca,2,2
credit_card,miraima,2,2
credit_card,mirandiba,2,2
credit_card,miranorte,2,2
credit_card,mogi-mirim,2,2
credit_card,mombuca,2,2
credit_card,moncoes,2,2
credit_card,monnerat,2,2
credit_card,montauri,2,2
credit_card,monte alegre,2,2
credit_card,monte alegre de minas,2,2
credit_card,monte gordo,2,2
credit_card,montezuma,2,2
credit_card,morada nova de minas,2,2
credit_card,moreilandia,2,2
credit_card,motuca,2,2
credit_card,munhoz de melo,2,2
credit_card,muniz freire,2,2
credit_card,muquem do sao francisco,2,2
credit_card,narandiba,2,2
credit_card,nazareno,2,2
credit_card,nossa senhora de caravaggio,2,2
credit_card,nossa senhora do o,2,2
credit_card,nossa senhora do remedio,2,2
credit_card,nova alvorada,2,2
credit_card,nova bandeirantes,2,2
credit_card,nova bassano,2,2
credit_card,nova brasilandia d'oeste,2,2
credit_card,nova canaa,2,2
credit_card,nova canaa do norte,2,2
credit_card,nova canaa paulista,2,2
credit_card,nova cantu,2,2
credit_card,nova esperanca do sul,2,2
credit_card,nova fatima,2,2
credit_card,nova itaberaba,2,2
credit_card,nova mamore,2,2
credit_card,nova olimpia,2,2
credit_card,nova soure,2,2
credit_card,novo oriente,2,2
credit_card,oliveira dos brejinhos,2,2
credit_card,oroco,2,2
credit_card,oros,2,2
credit_card,oscar bressane,2,2
credit_card,ouro verde,2,2
credit_card,ouro verde de minas,2,2
credit_card,pacoti,2,2
credit_card,paiva,2,2
credit_card,palmeiras de goias,2,2
credit_card,palmeirinha,2,2
credit_card,panelas,2,2
credit_card,paranaiguara,2,2
credit_card,paranapua,2,2
credit_card,paranatinga,2,2
credit_card,passira,2,2
credit_card,passos maia,2,2
credit_card,patrocinio do muriae,2,2
credit_card,pauliceia,2,2
credit_card,paulo jacinto,2,2
credit_card,paulo lopes,2,2
credit_card,pedra,2,2
credit_card,pedras de fogo,2,2
credit_card,pedrinopolis,2,2
credit_card,pedro ii,2,2
credit_card,peixoto de azevedo,2,2
credit_card,pejucara,2,2
credit_card,penaforte,2,2
credit_card,pendencias,2,2
credit_card,pentecoste,2,2
credit_card,perpetuo socorro,2,2
credit_card,piacabucu,2,2
credit_card,piau,2,2
credit_card,piedade do rio grande,2,2
credit_card,piedade dos gerais,2,2
credit_card,pilao arcado,2,2
credit_card,pilar,2,2
credit_card,pimenteiras,2,2
credit_card,pindai,2,2
credit_card,pindare mirim,2,2
credit_card,pinheiro,2,2
credit_card,pintadas,2,2
credit_card,piranga,2,2
credit_card,pirauba,2,2
credit_card,pirenopolis,2,2
credit_card,piripa,2,2
credit_card,pirpirituba,2,2
credit_card,piumhi,2,2
credit_card,planura,2,2
credit_card,pocinhos,2,2
credit_card,poloni,2,2
credit_card,pontalina,2,2
credit_card,porangaba,2,2
credit_card,portalegre,2,2
credit_card,porto amazonas,2,2
credit_card,posto da mata,2,2
credit_card,potengi,2,2
credit_card,prados,2,2
credit_card,presidente alves,2,2
credit_card,presidente kennedy,2,2
credit_card,protasio alves,2,2
credit_card,quatis,2,2
credit_card,quixere,2,2
credit_card,rancho alegre,2,2
credit_card,resende costa,2,2
credit_card,reserva,2,2
credit_card,reserva do cabacal,2,2
credit_card,restinga seca,2,2
credit_card,riachao das neves,2,2
credit_card,riacho das almas,2,2
credit_card,ribeirao branco,2,2
credit_card,ribeirao do pinhal,2,2
credit_card,ribeirao do sul,2,2
credit_card,ribeiraozinho,2,2
credit_card,rio de contas,2,2
credit_card,rio real,2,2
credit_card,rio tinto,2,2
credit_card,riolandia,2,2
credit_card,riqueza,2,2
credit_card,roca sales,2,2
credit_card,rodeio bonito,2,2
credit_card,rodeiro,2,2
credit_card,rodelas,2,2
credit_card,rosana,2,2
credit_card,sales oliveira,2,2
credit_card,salto veloso,2,2
credit_card,santa cruz de monte castelo,2,2
credit_card,santa cruz do prata,2,2
credit_card,santa ernestina,2,2
credit_card,santa helena de minas,2,2
credit_card,santa isabel do ivai,2,2
credit_card,santa izabel do oeste,2,2
credit_card,santa margarida,2,2
credit_card,santa maria da boa vista,2,2
credit_card,santa maria do suacui,2,2
credit_card,santa monica,2,2
credit_card,santa teresinha,2,2
credit_card,santaluz,2,2
credit_card,santana do cariri,2,2
credit_card,santana do mundau,2,2
credit_card,santana do serido,2,2
credit_card,santo amaro de campos,2,2
credit_card,santo antonio das missoes,2,2
credit_card,santo antonio do grama,2,2
credit_card,santo antonio do itambe,2,2
credit_card,santo antonio do pinhal,2,2
credit_card,santo antonio do sudoeste,2,2
credit_card,sao felipe,2,2
credit_card,sao francisco de assis,2,2
credit_card,sao francisco do conde,2,2
credit_card,sao goncalo do rio preto,2,2
credit_card,sao joao de iracema,2,2
credit_card,sao joao do ivai,2,2
credit_card,sao joao do manhuacu,2,2
credit_card,sao joao do oriente,2,2
credit_card,sao joao do triunfo,2,2
credit_card,sao jorge do patrocinio,2,2
credit_card,sao jose da coroa grande,2,2
credit_card,sao jose da laje,2,2
credit_card,sao jose da vitoria,2,2
credit_card,sao jose do barreiro,2,2
credit_card,sao jose do cerrito,2,2
credit_card,sao jose do divino,2,2
credit_card,sao jose do hortencio,2,2
credit_card,sao jose do ouro,2,2
credit_card,sao jose do rio claro,2,2
credit_card,sao jose dos quatro marcos,2,2
credit_card,sao martinho,2,2
credit_card,sao miguel do araguaia,2,2
credit_card,sao miguel do guapore,2,2
credit_card,sao miguel dos campos,2,2
credit_card,sao paulo do potengi,2,2
credit_card,sao pedro do ivai,2,2
credit_card,sao pedro do turvo,2,2
credit_card,sao tome,2,2
credit_card,sao vicente ferrer,2,2
credit_card,sapopema,2,2
credit_card,sarapui,2,2
credit_card,satuba,2,2
credit_card,saude,2,2
credit_card,senador amaral,2,2
credit_card,senador modestino goncalves,2,2
credit_card,senador pompeu,2,2
credit_card,senhora de oliveira,2,2
credit_card,sericita,2,2
credit_card,serra de sao bento,2,2
credit_card,serrania,2,2
credit_card,serranopolis do iguacu,2,2
credit_card,serrolandia,2,2
credit_card,sertanopolis,2,2
credit_card,silvianopolis,2,2
credit_card,simolandia,2,2
credit_card,sinimbu,2,2
credit_card,sitio do quinto,2,2
credit_card,sitio novo,2,2
credit_card,sitio novo do tocantins,2,2
credit_card,solonopole,2,2
credit_card,sonora,2,2
credit_card,sucupira do norte,2,2
credit_card,tabapora,2,2
credit_card,tabocas do brejo velho,2,2
credit_card,tacaratu,2,2
credit_card,taciba,2,2
credit_card,tanque d'arca,2,2
credit_card,tanque novo,2,2
credit_card,tapirai,2,2
credit_card,tapiramuta,2,2
credit_card,taquarivai,2,2
credit_card,teixeira soares,2,2
credit_card,tejupa,2,2
credit_card,teolandia,2,2
credit_card,terra nova do norte,2,2
credit_card,timbe do sul,2,2
credit_card,tiros,2,2
credit_card,tobias barreto,2,2
credit_card,tocos,2,2
credit_card,tomar do geru,2,2
credit_card,tomazina,2,2
credit_card,tracunhaem,2,2
credit_card,tres arroios,2,2
credit_card,tucunduva,2,2
credit_card,tupandi,2,2
credit_card,tuparetama,2,2
credit_card,turvania,2,2
credit_card,ubajara,2,2
credit_card,ubaporanga,2,2
credit_card,uchoa,2,2
credit_card,uniao dos palmares,2,2
credit_card,unistalda,2,2
credit_card,upanema,2,2
credit_card,urai,2,2
credit_card,uruana,2,2
credit_card,urucui,2,2
credit_card,uruoca,2,2
credit_card,urutai,2,2
credit_card,vale real,2,2
credit_card,vargem alegre,2,2
credit_card,varzea alegre,2,2
credit_card,varzelandia,2,2
credit_card,venturosa,2,2
credit_card,vere,2,2
credit_card,vereda,2,2
credit_card,vianopolis,2,2
credit_card,vicencia,2,2
credit_card,vila langaro,2,2
credit_card,vila nelita,2,2
credit_card,vila nova,2,2
credit_card,vila rica,2,2
credit_card,virgem da lapa,2,2
credit_card,virgolandia,2,2
credit_card,vista alegre do alto,2,2
credit_card,vitoria do mearim,2,2
credit_card,wenceslau braz,2,2
credit_card,wenceslau guimaraes,2,2
credit_card,werneck,2,2
credit_card,xambre,2,2
credit_card,xapuri,2,2
credit_card,zacarias,2,2
credit_card,zortea,2,2
debit_card,almirante tamandare,2,2
debit_card,aparecida de goiania,2,2
debit_card,aracaju,2,2
debit_card,aracatuba,2,2
debit_card,araraquara,2,2
debit_card,araras,2,2
debit_card,bebedouro,2,2
debit_card,biguacu,2,2
debit_card,blumenau,2,2
debit_card,boituva,2,2
debit_card,brumado,2,2
debit_card,cachoeira paulista,2,2
debit_card,cachoeiras de macacu,2,2
debit_card,cachoeiro de itapemirim,2,2
debit_card,campina grande,2,2
debit_card,caraguatatuba,2,2
debit_card,caratinga,2,2
debit_card,cascavel,2,2
debit_card,colatina,2,2
debit_card,conquista,2,2
debit_card,conselheiro lafaiete,2,2
debit_card,cruz das almas,2,2
debit_card,dois irmaos,2,2
debit_card,duque de caxias,2,2
debit_card,espirito santo do pinhal,2,2
debit_card,esteio,2,2
debit_card,franca,2,2
debit_card,gramado,2,2
debit_card,guarapuava,2,2
debit_card,guaruja,2,2
debit_card,indaiatuba,2,2
debit_card,itabaiana,2,2
debit_card,itabira,2,2
debit_card,itanhaem,2,2
debit_card,itapetininga,2,2
debit_card,itapira,2,2
debit_card,itapura,2,2
debit_card,itatiba,2,2
debit_card,jaboatao dos guararapes,2,2
debit_card,jaguariuna,2,2
debit_card,jandira,2,2
debit_card,jaragua do sul,2,2
debit_card,joao monlevade,2,2
debit_card,laranjal paulista,2,2
debit_card,limeira,2,2
debit_card,mafra,2,2
debit_card,mairinque,2,2
debit_card,manaus,2,2
debit_card,marica,2,2
debit_card,monte mor,2,2
debit_card,montes claros,2,2
debit_card,nilopolis,2,2
debit_card,olinda,2,2
debit_card,paicandu,2,2
debit_card,pelotas,2,2
debit_card,petropolis,2,2
debit_card,piraquara,2,2
debit_card,ponta grossa,2,2
debit_card,pouso alegre,2,2
debit_card,ribeirao das neves,2,2
debit_card,ribeirao pires,2,2
debit_card,rio grande,2,2
debit_card,santa barbara d'oeste,2,2
debit_card,santa maria,2,2
debit_card,santo antonio de jesus,2,2
debit_card,santo antonio de posse,2,2
debit_card,sao carlos,2,2
debit_card,sao mateus,2,2
debit_card,teodoro sampaio,2,2
debit_card,uba,2,2
debit_card,ubatuba,2,2
debit_card,viamao,2,2
debit_card,viana,2,2
debit_card,vicosa,2,2
debit_card,volta redonda,2,2
voucher,aguas de lindoia,2,2
voucher,aguas lindas de goias,2,2
voucher,alagoinhas,2,2
voucher,alfenas,2,2
voucher,almirante tamandare,2,2
voucher,anhandui,2,2
voucher,anita garibaldi,2,2
voucher,ararangua,2,2
voucher,arcoverde,2,2
voucher,assis chateaubriand,2,2
voucher,auriflama,2,2
voucher,balneario camboriu,2,2
voucher,bananeiras,2,2
voucher,barbacena,2,2
voucher,barra de sao joao,2,2
voucher,barra do pirai,2,2
voucher,barreiras,2,2
voucher,bastos,2,2
voucher,cacador,2,2
voucher,camboriu,2,2
voucher,campo ere,2,2
voucher,campos do jordao,2,2
voucher,candido mota,2,2
voucher,carangola,2,2
voucher,carmo do rio claro,2,2
voucher,castilho,2,2
voucher,catanduva,2,2
voucher,cerquilho,2,2
voucher,cianorte,2,2
voucher,cicero dantas,2,2
voucher,claudio,2,2
voucher,coromandel,2,2
voucher,criciuma,2,2
voucher,cruzeiro,2,2
voucher,dias d'avila,2,2
voucher,divino,2,2
voucher,embu das artes,2,2
voucher,estancia velha,2,2
voucher,farroupilha,2,2
voucher,garanhuns,2,2
voucher,goitacazes,2,2
voucher,gramado,2,2
voucher,guanambi,2,2
voucher,guanhaes,2,2
voucher,guarani,2,2
voucher,gurupi,2,2
voucher,ibiruba,2,2
voucher,igarape,2,2
voucher,ilha solteira,2,2
voucher,ipiau,2,2
voucher,irece,2,2
voucher,itaperuna,2,2
voucher,itaporanga,2,2
voucher,itaquitinga,2,2
voucher,itarare,2,2
voucher,itumbiara,2,2
voucher,jacutinga,2,2
voucher,jaguariaiva,2,2
voucher,jales,2,2
voucher,januaria,2,2
voucher,jardim do serido,2,2
voucher,jardinopolis,2,2
voucher,joacaba,2,2
voucher,joao pinheiro,2,2
voucher,jose bonifacio,2,2
voucher,juazeiro do norte,2,2
voucher,lagoa nova,2,2
voucher,limoeiro do norte,2,2
voucher,luizlandia do oeste,2,2
voucher,mairipora,2,2
voucher,maraba,2,2
voucher,maracanau,2,2
voucher,matao,2,2
voucher,monte alto,2,2
voucher,monte aprazivel,2,2
voucher,montenegro,2,2
voucher,mostardas,2,2
voucher,novo gama,2,2
voucher,ourinhos,2,2
voucher,ouro branco,2,2
voucher,palmeira das missoes,2,2
voucher,palotina,2,2
voucher,paraiso do tocantins,2,2
voucher,paranaiba,2,2
voucher,parati,2,2
voucher,parobe,2,2
voucher,passa quatro,2,2
voucher,pau dos ferros,2,2
voucher,pederneiras,2,2
voucher,perola d'oeste,2,2
voucher,pesqueira,2,2
voucher,pirai,2,2
voucher,pirassununga,2,2
voucher,pitangueiras,2,2
voucher,piuma,2,2
voucher,porto ferreira,2,2
voucher,redencao,2,2
voucher,rio verde,2,2
voucher,rondonopolis,2,2
voucher,russas,2,2
voucher,salmourao,2,2
voucher,santa cecilia do pavao,2,2
voucher,santa cruz do rio pardo,2,2
voucher,santa cruz do sul,2,2
voucher,santa maria de jetiba,2,2
voucher,santa rita do sapucai,2,2
voucher,santiago,2,2
voucher,santo antonio do sudoeste,2,2
voucher,sao gotardo,2,2
voucher,sao joao da boa vista,2,2
voucher,sao jose do rio pardo,2,2
voucher,sao jose do vale do rio preto,2,2
voucher,sao manuel,2,2
voucher,sao sebastiao,2,2
voucher,sao simao,2,2
voucher,severinia,2,2
voucher,sobral,2,2
voucher,tangua,2,2
voucher,tejupa,2,2
voucher,teodoro sampaio,2,2
voucher,tres rios,2,2
voucher,tubarao,2,2
voucher,uniao da vitoria,2,2
voucher,uruguaiana,2,2
voucher,valparaiso de goias,2,2
voucher,varginha,2,2
voucher,vespasiano,2,2
voucher,xanxere,2,2
boleto,abadia dos dourados,1,1
boleto,acailandia,1,1
boleto,acarau,1,1
boleto,acegua,1,1
boleto,acopiara,1,1
boleto,acreuna,1,1
boleto,adolfo,1,1
boleto,adrianopolis,1,1
boleto,afogados da ingazeira,1,1
boleto,afonso claudio,1,1
boleto,agronomica,1,1
boleto,agua clara,1,1
boleto,agua comprida,1,1
boleto,aguas claras,1,1
boleto,aguas vermelhas,1,1
boleto,agudo,1,1
boleto,aguia branca,1,1
boleto,aimores,1,1
boleto,aiuaba,1,1
boleto,aiuruoca,1,1
boleto,alambari,1,1
boleto,alcobaca,1,1
boleto,alegria,1,1
boleto,alfredo chaves,1,1
boleto,alianca,1,1
boleto,almirante tamandare do sul,1,1
boleto,alpestre,1,1
boleto,alta floresta d'oeste,1,1
boleto,altaneira,1,1
boleto,alterosa,1,1
boleto,altinho,1,1
boleto,alto alegre,1,1
boleto,alto araguaia,1,1
boleto,alto boa vista,1,1
boleto,alto paraiso,1,1
boleto,alto piquiri,1,1
boleto,alto rio doce,1,1
boleto,alto taquari,1,1
boleto,altonia,1,1
boleto,alvares machado,1,1
boleto,alvaro de carvalho,1,1
boleto,amambai,1,1
boleto,amaraji,1,1
boleto,ametista do sul,1,1
boleto,ampere,1,1
boleto,anage,1,1
boleto,anastacio,1,1
boleto,anaurilandia,1,1
boleto,andrelandia,1,1
boleto,angelica,1,1
boleto,angical,1,1
boleto,angulo,1,1
boleto,anita garibaldi,1,1
boleto,anta,1,1
boleto,antonio cardoso,1,1
boleto,antonio carlos,1,1
boleto,antonio prado de minas,1,1
boleto,aparecida d'oeste,1,1
boleto,aperibe,1,1
boleto,apiuna,1,1
boleto,aquiraz,1,1
boleto,aracuai,1,1
boleto,aragarcas,1,1
boleto,araguacu,1,1
boleto,arame,1,1
boleto,arandu,1,1
boleto,arapoema,1,1
boleto,araponga,1,1
boleto,arapora,1,1
boleto,araputanga,1,1
boleto,araujos,1,1
boleto,arcoverde,1,1
boleto,areado,1,1
boleto,areia branca,1,1
boleto,areias,1,1
boleto,aribice,1,1
boleto,arinos,1,1
boleto,ariranha,1,1
boleto,armazem,1,1
boleto,arraial d'ajuda,1,1
boleto,arroio do sal,1,1
boleto,arroio do tigre,1,1
boleto,arroio grande,1,1
boleto,arvoredo,1,1
boleto,ascurra,1,1
boleto,assis chateaubriand,1,1
boleto,astolfo dutra,1,1
boleto,astorga,1,1
boleto,atalanta,1,1
boleto,aurea,1,1
boleto,aurilandia,1,1
boleto,avelino lopes,1,1
boleto,bacuri,1,1
boleto,bady bassitt,1,1
boleto,baixa grande,1,1
boleto,baixa grande do ribeiro,1,1
boleto,baixo guandu,1,1
boleto,balneario arroio do silva,1,1
boleto,balneario gaivota,1,1
boleto,balneario picarras,1,1
boleto,bandeirantes d'oeste,1,1
boleto,bandeirantes do tocantins,1,1
boleto,banzae,1,1
boleto,barauna,1,1
boleto,barcarena,1,1
boleto,barra,1,1
boleto,barra de santo antonio,1,1
boleto,barra do mendes,1,1
boleto,barra do ribeiro,1,1
boleto,barra dos coqueiros,1,1
boleto,barreirinhas,1,1
boleto,barro alto,1,1
boleto,barro preto,1,1
boleto,barrolandia,1,1
boleto,bastos,1,1
boleto,bataguassu,1,1
boleto,bataypora,1,1
boleto,belem do sao francisco,1,1
boleto,belo oriente,1,1
boleto,belo vale,1,1
boleto,benedito novo,1,1
boleto,berilo,1,1
boleto,bertolinia,1,1
boleto,bertopolis,1,1
boleto,bezerros,1,1
boleto,boa esperanca,1,1
boleto,boa esperanca do iguacu,1,1
boleto,boa vista do burica,1,1
boleto,bocaina,1,1
boleto,bodoco,1,1
boleto,bom conselho,1,1
boleto,bom jesus da lapa,1,1
boleto,bom jesus do galho,1,1
boleto,bom jesus do tocantins,1,1
boleto,bonito de minas,1,1
boleto,borrazopolis,1,1
boleto,bossoroca,1,1
boleto,botelhos,1,1
boleto,botupora,1,1
boleto,botuvera,1,1
boleto,bras pires,1,1
boleto,brasopolis,1,1
boleto,brauna,1,1
boleto,brazabrantes,1,1
boleto,brazopolis,1,1
boleto,brejo grande,1,1
boleto,brotas de macaubas,1,1
boleto,buenopolis,1,1
boleto,buriti,1,1
boleto,buriti do tocantins,1,1
boleto,buriticupu,1,1
boleto,buritirama,1,1
boleto,buritizeiro,1,1
boleto,cabaceiras do paraguacu,1,1
boleto,cabedelo,1,1
boleto,cabixi,1,1
boleto,cabo verde,1,1
boleto,cachoeira,1,1
boleto,cachoeira da prata,1,1
boleto,cachoeira de pajeu,1,1
boleto,cachoeira dourada,1,1
boleto,cacimbinhas,1,1
boleto,cacule,1,1
boleto,caem,1,1
boleto,caetanopolis,1,1
boleto,caiana,1,1
boleto,caiaponia,1,1
boleto,caibi,1,1
boleto,cairu,1,1
boleto,cajazeiras,1,1
boleto,cajueiro,1,1
boleto,cajuri,1,1
boleto,cajuru,1,1
boleto,caldeirao grande,1,1
boleto,caldeirao grande do piaui,1,1
boleto,california,1,1
boleto,cambira,1,1
boleto,camocim,1,1
boleto,campestre do maranhao,1,1
boleto,campina do monte alegre,1,1
boleto,campo alegre de lourdes,1,1
boleto,campo alegre de minas,1,1
boleto,campo do meio,1,1
boleto,campo ere,1,1
boleto,campo florido,1,1
boleto,campo maior,1,1
boleto,campo verde,1,1
boleto,cananeia,1,1
boleto,candido de abreu,1,1
boleto,canelinha,1,1
boleto,caninde,1,1
boleto,canitar,1,1
boleto,capao da porteira,1,1
boleto,capela,1,1
boleto,capela nova,1,1
boleto,capitolio,1,1
boleto,capivari do sul,1,1
boleto,caraiba,1,1
boleto,carajas,1,1
boleto,caravelas,1,1
boleto,carbonita,1,1
boleto,careacu,1,1
boleto,carlopolis,1,1
boleto,carmo da mata,1,1
boleto,carmopolis,1,1
boleto,carmopolis de minas,1,1
boleto,carnaubal,1,1
boleto,carvalhopolis,1,1
boleto,cascalho rico,1,1
boleto,cassia,1,1
boleto,cassilandia,1,1
boleto,castelandia,1,1
boleto,catanduvas,1,1
