Status,location,percentage_per_category
canceled,sao paulo,24.59016393442623
canceled,sao roque,0.36429872495446264
canceled,sao vicente,0.36429872495446264
canceled,sapiranga,0.18214936247723132
canceled,seara,0.36429872495446264
canceled,serrinha,0.18214936247723132
canceled,sertaozinho,0.18214936247723132
canceled,sorocaba,0.546448087431694
canceled,sumare,0.36429872495446264
unavailable,suzano,0.18214936247723132
canceled,taboao da serra,0.546448087431694
canceled,taubate,0.18214936247723132
canceled,teresina,0.36429872495446264
canceled,timoteo,0.18214936247723132
canceled,uberaba,0.9107468123861566
canceled,una,0.18214936247723132
canceled,uruguaiana,0.18214936247723132
canceled,vacaria,0.18214936247723132
canceled,valinhos,0.18214936247723132
canceled,vargem alegre,0.18214936247723132
unavailable,vargem grande paulista,0.18214936247723132
canceled,varginha,0.18214936247723132
canceled,vespasiano,0.36429872495446264
canceled,vila velha,0.7285974499089253
canceled,vilhena,0.18214936247723132
canceled,vinhedo,0.9107468123861566
canceled,virginopolis,0.9107468123861566
canceled,vitoria,0.18214936247723132
canceled,vitoria da conquista,0.36429872495446264
canceled,votorantim,0.18214936247723132
