category,review_year,review_Month,average_review_score
moveis_quarto,2017,10,4.83
moveis_quarto,2017,11,4.5
moveis_quarto,2017,12,2.5
moveis_quarto,2018,01,4
moveis_quarto,2018,03,4.25
moveis_quarto,2018,04,4.43
moveis_quarto,2018,05,4.33
moveis_quarto,2018,06,3.56
moveis_quarto,2018,07,4
moveis_quarto,2018,08,4.04
moveis_sala,2017,02,4.23
moveis_sala,2017,03,4.18
moveis_sala,2017,04,3.95
moveis_sala,2017,05,3.85
moveis_sala,2017,06,3.8
moveis_sala,2017,07,4.21
moveis_sala,2017,08,4.15
moveis_sala,2017,09,4.27
moveis_sala,2017,10,4.94
moveis_sala,2017,11,3.79
moveis_sala,2017,12,3.57
moveis_sala,2018,01,4.4
moveis_sala,2018,02,4.28
moveis_sala,2018,03,3.09
moveis_sala,2018,04,2.95
moveis_sala,2018,05,2.79
moveis_sala,2018,06,4.5
moveis_sala,2018,07,4.12
moveis_sala,2018,08,4
musica,2017,01,5
musica,2017,03,5
musica,2017,04,5
musica,2017,05,5
musica,2017,06,3
musica,2017,07,3.25
musica,2017,10,5
musica,2018,01,5
musica,2018,02,5
musica,2018,03,3
musica,2018,04,3
musica,2018,05,4.57
musica,2018,06,3.5
musica,2018,07,5
musica,2018,08,4.67
papelaria,2017,01,5
papelaria,2017,02,4.53
papelaria,2017,03,4.66
papelaria,2017,04,4.51
papelaria,2017,05,4.32
papelaria,2017,06,4.36
papelaria,2017,07,4.22
papelaria,2017,08,4.33
papelaria,2017,09,4.17
papelaria,2017,10,4.05
papelaria,2017,11,4.23
papelaria,2017,12,4.19
papelaria,2018,01,4.2
papelaria,2018,02,3.97
papelaria,2018,03,3.6
papelaria,2018,04,3.84
papelaria,2018,05,4.41
papelaria,2018,06,4.33
papelaria,2018,07,4.45
papelaria,2018,08,4.48
pc_gamer,2017,05,2.5
pc_gamer,2017,06,5
pc_gamer,2017,07,4
pc_gamer,2018,03,1
pc_gamer,2018,08,3.75
pcs,2017,02,4
pcs,2017,03,5
pcs,2017,09,4.37
pcs,2017,10,4.2
pcs,2017,11,4.29
pcs,2017,12,4.67
pcs,2018,01,3.5
pcs,2018,02,1
pcs,2018,03,1
pcs,2018,04,4
pcs,2018,05,4.58
pcs,2018,06,5
pcs,2018,07,3.56
pcs,2018,08,3.87
perfumaria,2016,10,4.25
perfumaria,2016,11,4.18
perfumaria,2016,12,3
perfumaria,2017,01,5
perfumaria,2017,02,4.67
perfumaria,2017,03,4.03
perfumaria,2017,04,4.41
perfumaria,2017,05,4.01
perfumaria,2017,06,4.06
perfumaria,2017,07,4.26
perfumaria,2017,08,4.19
perfumaria,2017,09,4.08
perfumaria,2017,10,4.25
perfumaria,2017,11,4.25
perfumaria,2017,12,4.05
perfumaria,2018,01,3.94
perfumaria,2018,02,4.2
perfumaria,2018,03,3.76
perfumaria,2018,04,4.06
perfumaria,2018,05,4.36
perfumaria,2018,06,4.25
perfumaria,2018,07,4.55
perfumaria,2018,08,4.3
pet_shop,2016,10,4
pet_shop,2016,11,5
pet_shop,2017,01,4.86
pet_shop,2017,02,4.23
pet_shop,2017,03,4.49
pet_shop,2017,04,4.03
pet_shop,2017,05,4.28
pet_shop,2017,06,4.34
pet_shop,2017,07,3.76
pet_shop,2017,08,4.23
pet_shop,2017,09,4.22
pet_shop,2017,10,4.02
pet_shop,2017,11,4.22
pet_shop,2017,12,4.23
pet_shop,2018,01,4.03
pet_shop,2018,02,4.17
pet_shop,2018,03,3.93
pet_shop,2018,04,3.87
pet_shop,2018,05,4.13
pet_shop,2018,06,4.33
pet_shop,2018,07,4.32
pet_shop,2018,08,4.41
portateis_casa_forno_e_cafe,2017,07,5
portateis_casa_forno_e_cafe,2017,08,3
portateis_casa_forno_e_cafe,2017,09,1
portateis_casa_forno_e_cafe,2017,10,1
portateis_casa_forno_e_cafe,2018,01,5
portateis_casa_forno_e_cafe,2018,02,5
portateis_casa_forno_e_cafe,2018,03,3.83
portateis_casa_forno_e_cafe,2018,04,4.31
portateis_casa_forno_e_cafe,2018,05,4.27
portateis_casa_forno_e_cafe,2018,06,4.29
portateis_casa_forno_e_cafe,2018,07,4.89
portateis_casa_forno_e_cafe,2018,08,4.43
portateis_cozinha_e_preparadores_de_alimentos,2018,05,5
portateis_cozinha_e_preparadores_de_alimentos,2018,07,3
portateis_cozinha_e_preparadores_de_alimentos,2018,08,3
relogios_presentes,2016,10,4.75
relogios_presentes,2016,12,1
relogios_presentes,2017,01,4.17
relogios_presentes,2017,02,4.52
relogios_presentes,2017,03,4.3
relogios_presentes,2017,04,3.99
relogios_presentes,2017,05,4.05
relogios_presentes,2017,06,4.15
relogios_presentes,2017,07,4.05
relogios_presentes,2017,08,4.23
relogios_presentes,2017,09,4.28
relogios_presentes,2017,10,4.27
relogios_presentes,2017,11,4
relogios_presentes,2017,12,3.96
relogios_presentes,2018,01,3.92
relogios_presentes,2018,02,3.85
relogios_presentes,2018,03,3.62
relogios_presentes,2018,04,3.86
relogios_presentes,2018,05,4.18
relogios_presentes,2018,06,3.98
relogios_presentes,2018,07,4.03
relogios_presentes,2018,08,4.06
seguros_e_servicos,2017,02,4
seguros_e_servicos,2017,09,1
sinalizacao_e_seguranca,2017,04,3.33
sinalizacao_e_seguranca,2017,05,5
sinalizacao_e_seguranca,2017,06,4.5
sinalizacao_e_seguranca,2017,07,4.2
sinalizacao_e_seguranca,2017,08,4.4
sinalizacao_e_seguranca,2017,09,4.86
sinalizacao_e_seguranca,2017,10,4.3
sinalizacao_e_seguranca,2017,11,1.8
sinalizacao_e_seguranca,2017,12,3
sinalizacao_e_seguranca,2018,01,4.67
sinalizacao_e_seguranca,2018,02,4
sinalizacao_e_seguranca,2018,03,3.31
sinalizacao_e_seguranca,2018,04,4.08
sinalizacao_e_seguranca,2018,05,4.05
sinalizacao_e_seguranca,2018,06,3.82
sinalizacao_e_seguranca,2018,07,4.38
sinalizacao_e_seguranca,2018,08,4.39
tablets_impressao_imagem,2017,02,4.5
tablets_impressao_imagem,2017,03,3.83
tablets_impressao_imagem,2017,04,3.29
tablets_impressao_imagem,2017,05,4.45
tablets_impressao_imagem,2017,06,5
tablets_impressao_imagem,2017,07,3.5
tablets_impressao_imagem,2017,08,5
tablets_impressao_imagem,2017,09,3.5
tablets_impressao_imagem,2017,10,4.5
tablets_impressao_imagem,2017,11,5
tablets_impressao_imagem,2017,12,4.27
tablets_impressao_imagem,2018,01,4.5
tablets_impressao_imagem,2018,02,3.67
tablets_impressao_imagem,2018,03,3.82
tablets_impressao_imagem,2018,05,5
tablets_impressao_imagem,2018,07,4
telefonia,2016,10,3.5
telefonia,2016,12,3.67
telefonia,2017,01,3.8
telefonia,2017,02,4.44
telefonia,2017,03,3.91
telefonia,2017,04,3.91
telefonia,2017,05,4.01
telefonia,2017,06,3.94
telefonia,2017,07,4.02
telefonia,2017,08,4.18
telefonia,2017,09,4.3
telefonia,2017,10,4.28
telefonia,2017,11,3.86
telefonia,2017,12,3.73
telefonia,2018,01,3.95
telefonia,2018,02,4.06
telefonia,2018,03,3.64
telefonia,2018,04,3.57
telefonia,2018,05,3.98
telefonia,2018,06,4.26
telefonia,2018,07,4.08
telefonia,2018,08,3.95
telefonia_fixa,2016,10,4
telefonia_fixa,2016,11,4
telefonia_fixa,2017,01,4.15
telefonia_fixa,2017,02,4.33
telefonia_fixa,2017,03,3.89
telefonia_fixa,2017,04,2.44
telefonia_fixa,2017,05,3.33
telefonia_fixa,2017,06,4.27
telefonia_fixa,2017,07,3.67
telefonia_fixa,2017,08,4.53
telefonia_fixa,2017,09,4.38
telefonia_fixa,2017,10,2.09
telefonia_fixa,2017,11,3.5
telefonia_fixa,2017,12,4
telefonia_fixa,2018,01,4.75
telefonia_fixa,2018,02,3.2
telefonia_fixa,2018,03,2.67
telefonia_fixa,2018,04,3.47
telefonia_fixa,2018,05,2.81
telefonia_fixa,2018,06,4.25
telefonia_fixa,2018,07,3.33
telefonia_fixa,2018,08,4.29
utilidades_domesticas,2016,10,3
utilidades_domesticas,2016,11,3.2
utilidades_domesticas,2017,01,4.57
utilidades_domesticas,2017,02,4.23
utilidades_domesticas,2017,03,4.01
utilidades_domesticas,2017,04,3.89
utilidades_domesticas,2017,05,4.19
utilidades_domesticas,2017,06,4.11
utilidades_domesticas,2017,07,4.11
utilidades_domesticas,2017,08,4.22
utilidades_domesticas,2017,09,4.27
utilidades_domesticas,2017,10,4.12
utilidades_domesticas,2017,11,4.04
utilidades_domesticas,2017,12,3.92
utilidades_domesticas,2018,01,3.9
utilidades_domesticas,2018,02,3.88
utilidades_domesticas,2018,03,3.85
utilidades_domesticas,2018,04,3.94
utilidades_domesticas,2018,05,4.1
utilidades_domesticas,2018,06,3.95
utilidades_domesticas,2018,07,4.19
utilidades_domesticas,2018,08,4.2
